transaction_id,company_id,transaction_date,transaction_type,transaction_amount,transaction_currency
719936,6023,2021-10-03,Buy,719460.91,USD
604854,4889,2021-11-30,Sell,4786255.88,USD
983826,5330,2023-01-18,Buy,392849.44,EUR
674891,6688,2023-11-25,Dividend,2577126.66,JPY
127848,9399,2023-03-25,Dividend,812045.93,JPY
387802,4177,2023-01-04,Dividend,3982808.23,JPY
956735,4227,2022-07-26,Dividend,341518.93,EUR
869068,4363,2022-04-21,Buy,3224651.99,USD
554068,4227,2023-01-25,Buy,656760.58,GBP
884280,8460,2024-07-12,Sell,1288981.74,JPY
456196,2045,2022-02-08,Split,1542555.26,USD
596110,6937,2022-07-16,Buy,2009255.46,EUR
809714,8721,2023-01-22,Buy,3711935.29,GBP
947199,3450,2022-11-11,Split,3057209.54,JPY
230803,5464,2021-12-26,Dividend,3079207.31,USD
562833,8622,2024-04-11,Buy,2571520.19,EUR
518806,3453,2022-10-20,Buy,601391.54,JPY
492563,2217,2024-07-01,Buy,1620319.51,USD
200593,5798,2023-03-29,Sell,3115704.22,EUR
630810,4127,2024-03-03,Split,2865717.05,EUR
398534,4086,2024-03-23,Split,2391120.67,USD
678909,4367,2022-06-02,Buy,1392028.76,EUR
510520,3712,2023-11-03,Sell,4689914.52,GBP
987153,7165,2023-05-03,Split,876034.67,JPY
860184,9197,2022-12-29,Sell,3253761.97,GBP
102101,6016,2024-07-07,Split,1111167.89,USD
601982,9442,2024-02-22,Buy,4566255.48,USD
376476,4726,2024-05-04,Dividend,2139011.61,USD
215786,2785,2024-08-21,Dividend,1756947.74,GBP
767342,1396,2022-04-23,Dividend,968183.76,USD
302885,2579,2023-01-11,Dividend,629005.96,JPY
757184,7470,2024-02-14,Dividend,3350642.74,USD
413532,8357,2023-05-15,Buy,1402947.57,USD
169370,2288,2023-07-10,Split,2563601.32,USD
726711,5785,2022-12-26,Buy,4337578.66,USD
743579,4968,2022-09-30,Split,3038990.83,GBP
458506,3821,2023-07-11,Sell,2598103.61,GBP
873477,6688,2023-11-17,Sell,2926948.27,GBP
333564,9435,2022-10-01,Split,819414.98,EUR
524360,5798,2023-12-17,Sell,3427297.87,USD
718254,7231,2023-10-02,Buy,2081132.66,JPY
821193,7732,2023-11-24,Sell,2745969.15,EUR
271002,1902,2022-05-12,Split,2631603.51,GBP
568622,6563,2023-11-06,Buy,1262306.52,USD
739651,8800,2022-03-17,Sell,4504294.7,USD
699877,5798,2023-09-20,Buy,2771866.7,EUR
902886,8773,2023-05-22,Split,913456.74,JPY
993752,9951,2024-04-18,Sell,4675088.28,GBP
793215,9865,2023-07-12,Dividend,1858200.12,USD
731365,5171,2022-10-10,Buy,3913133.74,GBP
607721,7635,2021-10-11,Sell,2457005.22,JPY
360418,5953,2024-07-12,Buy,1426410.31,EUR
942157,6352,2024-05-04,Sell,4987188.05,JPY
316377,7223,2022-10-17,Split,1251757.77,USD
666363,2672,2024-02-01,Buy,2851895.23,GBP
298339,1785,2022-04-10,Dividend,4755924.48,JPY
571781,7204,2022-12-21,Dividend,1581792.16,JPY
208406,2074,2021-10-13,Dividend,1387451.09,GBP
638522,5770,2023-03-04,Buy,3150750.68,EUR
350407,3776,2023-09-21,Dividend,3819455.65,GBP
710107,9470,2022-01-29,Dividend,2676835.62,JPY
444034,8051,2023-07-26,Dividend,2717379.86,EUR
750703,4177,2024-04-17,Dividend,1409551.37,EUR
926238,8968,2022-09-28,Dividend,1293584.31,GBP
260887,7256,2023-11-01,Split,4926295.8,USD
764147,9055,2021-12-13,Split,2357842.52,EUR
525627,7008,2024-05-21,Dividend,2239198.72,EUR
823604,3934,2023-10-26,Dividend,3626304.86,GBP
741080,2984,2024-03-08,Buy,369021.25,EUR
209814,1448,2024-04-05,Dividend,3146911.49,USD
374872,2774,2024-09-07,Sell,4642141.12,USD
254353,4461,2022-02-11,Buy,1983480.05,JPY
395035,3828,2023-03-05,Dividend,989011.9,EUR
224651,7022,2023-08-07,Split,2689548.24,JPY
884731,7095,2022-07-30,Dividend,852709.78,EUR
148716,2937,2022-05-02,Sell,4703980.04,EUR
468863,9596,2021-10-19,Split,736458.03,JPY
176148,8218,2024-09-16,Dividend,4017660.42,JPY
851974,1553,2023-01-04,Sell,23674.01,EUR
893320,3791,2023-09-26,Split,769934.12,EUR
180767,7008,2024-09-07,Sell,4720664.06,GBP
930002,9255,2022-10-29,Dividend,432752.99,JPY
736119,5988,2022-09-01,Dividend,28350.76,GBP
665956,3022,2022-10-02,Sell,1111949.45,EUR
635608,9470,2024-08-31,Sell,4562663.5,USD
271487,9951,2022-05-06,Dividend,4342311.07,USD
976253,4107,2022-12-08,Split,645150.21,JPY
993125,6361,2024-08-07,Buy,4339638.16,EUR
777025,2049,2022-01-07,Dividend,4952639.52,USD
859928,1082,2023-01-17,Buy,3384823.65,JPY
540423,8442,2022-12-24,Split,4104404.08,JPY
746469,6690,2023-01-01,Dividend,821982.0,JPY
682189,2940,2023-07-30,Buy,4698245.01,USD
320390,2869,2022-12-09,Buy,1909063.91,USD
494611,6324,2021-12-30,Sell,1779366.98,USD
311323,8582,2022-05-14,Dividend,2044758.83,USD
423876,1902,2024-06-05,Split,3298725.93,JPY
718932,2901,2022-05-01,Split,2251185.5,EUR
771790,4127,2023-09-26,Split,2536604.31,EUR
641658,8442,2024-02-05,Buy,3465294.47,JPY
221082,8976,2023-10-08,Dividend,497289.13,EUR
996732,3108,2023-05-23,Dividend,3043170.33,EUR
946749,8011,2024-02-12,Split,4177610.24,USD
694317,7818,2024-07-25,Sell,3842271.01,GBP
431118,7443,2023-03-13,Split,4246364.21,USD
425565,5957,2023-04-28,Buy,171895.12,GBP
443817,2217,2022-02-22,Buy,3159199.14,JPY
761333,3450,2022-07-11,Split,3413776.21,JPY
232680,4780,2023-09-29,Dividend,1994798.52,EUR
401639,5171,2024-03-15,Dividend,4080348.36,JPY
382949,4726,2022-03-05,Sell,3639700.41,GBP
250047,1376,2024-02-13,Dividend,3603062.31,USD
785053,6352,2024-02-16,Buy,23741.41,JPY
106143,2869,2023-08-20,Dividend,1961600.47,USD
649733,9248,2022-05-24,Split,3582049.03,GBP
898685,3319,2022-03-28,Split,2606719.09,USD
128823,2984,2021-10-12,Sell,3161733.4,EUR
472454,8647,2021-12-31,Split,3928838.43,GBP
884664,2074,2024-04-20,Buy,284995.74,GBP
157157,9295,2021-11-27,Dividend,3273611.64,GBP
990106,6917,2023-08-16,Sell,3279276.75,USD
473204,1396,2024-07-10,Split,101360.8,GBP
840304,4574,2024-08-20,Sell,2934107.83,GBP
526097,9818,2023-11-10,Split,3159074.69,JPY
701150,1173,2021-12-13,Sell,1280498.43,USD
749001,7028,2024-05-04,Sell,1879935.13,GBP
780866,7901,2022-09-30,Sell,1094806.95,EUR
394906,4224,2021-11-24,Dividend,3023205.98,USD
988986,5068,2024-07-03,Split,907700.13,EUR
275886,2937,2024-04-02,Buy,4164120.82,USD
804267,6205,2022-02-16,Buy,716715.98,JPY
919005,8425,2022-04-26,Sell,2091171.79,GBP
298098,9235,2022-12-07,Split,2464324.31,USD
457821,9317,2023-04-11,Split,209511.48,USD
177822,6319,2024-07-14,Split,3886851.37,JPY
609645,6347,2024-05-21,Split,1495660.57,USD
900207,7810,2022-12-04,Split,12907.91,GBP
669677,3144,2022-12-15,Dividend,196713.08,USD
112947,1882,2023-10-25,Split,819240.63,USD
814792,6880,2024-07-31,Dividend,4441023.17,EUR
817392,9055,2024-09-11,Dividend,4025373.05,JPY
553410,1194,2023-09-02,Dividend,2257845.02,USD
376537,3144,2024-08-24,Sell,2670151.19,EUR
344773,1341,2023-11-24,Buy,4033862.49,JPY
437741,7732,2022-12-10,Buy,781813.51,EUR
174755,9951,2023-03-06,Buy,2488857.42,EUR
788275,8030,2021-12-28,Split,3854918.82,GBP
148676,3712,2023-10-02,Buy,3214517.5,GBP
216953,6965,2021-10-14,Buy,203924.76,GBP
674189,7911,2024-04-06,Buy,47326.06,GBP
546864,7454,2022-09-01,Sell,4145314.56,GBP
399245,5626,2022-06-27,Dividend,902940.05,GBP
232984,9353,2023-08-19,Sell,4633558.21,EUR
114695,2929,2024-01-10,Sell,3280272.18,USD
125378,1016,2022-07-02,Split,138648.56,JPY
895109,7732,2022-03-22,Sell,3402605.63,JPY
551710,7256,2024-09-21,Split,4710605.18,USD
789967,8226,2023-06-02,Buy,4038145.64,EUR
199093,6880,2022-04-30,Split,2211001.2,GBP
330958,4532,2024-05-15,Sell,2931288.83,USD
556656,4346,2021-11-28,Split,2688486.92,GBP
977746,7120,2023-04-04,Split,4659096.84,JPY
234585,8267,2023-07-13,Dividend,1700000.56,USD
746619,7530,2023-08-09,Sell,3792786.08,JPY
323591,2251,2022-01-29,Dividend,495232.69,EUR
488273,7732,2022-09-17,Buy,2959384.26,USD
663847,2869,2024-08-09,Dividend,2560698.16,JPY
756920,4896,2022-11-17,Split,1333648.56,JPY
597283,5386,2021-10-20,Split,628178.27,USD
152525,4346,2021-10-27,Buy,3807675.04,USD
718971,2288,2024-05-29,Split,3533347.76,GBP
907227,2982,2024-03-02,Split,2744183.56,GBP
231397,4127,2021-11-30,Buy,254478.78,JPY
762282,3851,2022-07-19,Buy,171795.74,GBP
965418,8469,2023-05-27,Split,3487009.15,EUR
466250,8350,2023-10-09,Split,4187588.87,JPY
496706,5966,2024-05-18,Dividend,4957586.48,USD
891872,9309,2023-10-28,Sell,2446935.52,EUR
773803,5990,2024-05-02,Sell,3581350.17,GBP
459040,2085,2022-07-14,Sell,1769016.35,USD
425458,1176,2021-11-25,Buy,513752.22,JPY
232111,8989,2022-11-24,Split,117095.02,GBP
454120,8725,2024-05-06,Buy,491774.77,GBP
843513,5592,2023-06-27,Sell,2507275.87,USD
106570,2192,2023-12-01,Split,4697153.95,GBP
826690,1176,2022-03-22,Sell,3174959.82,JPY
247723,1517,2023-12-02,Dividend,2919023.97,JPY
437140,2869,2023-07-18,Dividend,1614421.3,USD
972130,5019,2022-02-11,Sell,2936999.37,JPY
120868,6318,2023-06-19,Dividend,2375780.29,USD
455362,3828,2024-03-28,Split,784151.46,JPY
468300,4198,2022-04-02,Buy,3278671.28,USD
245890,2089,2024-01-17,Buy,473022.46,EUR
880324,4703,2024-01-19,Buy,2376749.78,USD
162419,1449,2024-08-14,Buy,1849785.97,EUR
839128,1008,2024-06-16,Split,1923704.35,USD
692553,4798,2022-02-17,Buy,1026734.23,USD
977575,5632,2024-04-17,Split,1984375.74,EUR
411864,7917,2024-04-29,Dividend,2233125.86,USD
628074,1977,2024-04-17,Dividend,2483181.81,JPY
680845,7231,2022-03-28,Buy,2985742.39,EUR
890599,9619,2024-03-22,Dividend,4434198.24,EUR
352247,8817,2022-02-18,Dividend,3406428.41,EUR
980035,7530,2022-05-14,Buy,2859161.09,JPY
505031,3022,2024-09-05,Sell,1150530.39,USD
737581,5019,2024-02-26,Dividend,1047056.29,JPY
552569,1520,2023-02-04,Dividend,1067115.49,GBP
937921,2210,2023-12-14,Sell,3777354.76,GBP
151106,4999,2022-05-30,Sell,4671841.09,JPY
283808,3326,2024-03-06,Buy,3131985.0,EUR
915923,7818,2023-01-23,Buy,1834375.45,GBP
900812,4606,2021-11-08,Buy,2894475.85,EUR
546271,1060,2024-02-18,Buy,4231148.46,GBP
613033,2215,2022-04-27,Dividend,3968350.92,USD
943678,8968,2022-04-25,Split,3962424.91,JPY
646887,5785,2022-05-24,Dividend,2158954.03,USD
625353,5386,2023-06-30,Dividend,2841932.69,GBP
609747,2857,2022-09-01,Split,1448906.22,GBP
212879,1194,2022-07-19,Buy,2360347.93,USD
919363,4100,2024-08-18,Dividend,1950776.76,EUR
673259,8037,2024-08-17,Buy,2151662.39,EUR
769236,2785,2021-10-10,Buy,3599262.55,GBP
134525,7790,2022-09-07,Buy,2958755.08,GBP
300132,1807,2022-06-16,Sell,252599.66,EUR
691459,5894,2024-04-19,Split,394959.01,EUR
853910,8925,2023-10-08,Dividend,326549.72,JPY
711304,8513,2021-11-20,Buy,2220315.46,EUR
456874,9619,2022-10-28,Dividend,4769478.21,EUR
261224,2868,2023-11-28,Dividend,4131022.88,GBP
663275,9478,2022-03-18,Split,3656400.09,USD
160650,7403,2021-12-04,Sell,652937.5,EUR
702635,2640,2022-03-12,Sell,4088130.69,USD
304045,3267,2022-01-30,Sell,2220884.63,EUR
348534,1449,2022-02-22,Dividend,880713.76,USD
623962,4272,2022-07-14,Buy,2421788.21,EUR
500377,7810,2023-10-25,Buy,578994.43,GBP
102657,9535,2024-03-08,Buy,2831014.11,GBP
912876,8953,2023-06-15,Split,61651.32,USD
230603,3703,2023-02-10,Buy,1261487.72,JPY
266777,6150,2024-03-02,Buy,1993113.54,GBP
384640,4100,2023-11-05,Split,1707770.24,GBP
967515,6290,2021-11-06,Split,929704.13,JPY
894147,4091,2023-08-02,Sell,3112644.54,JPY
663122,8647,2022-06-25,Split,863215.49,EUR
677902,5953,2022-05-31,Buy,2560257.14,JPY
144292,8905,2023-02-21,Split,3983244.81,USD
481098,9731,2023-12-01,Buy,4399080.82,JPY
990523,3411,2024-01-25,Buy,3733884.29,JPY
970420,1103,2023-01-20,Sell,1147216.84,JPY
472485,4896,2023-06-27,Split,4202317.55,USD
116336,4224,2023-02-12,Split,3692447.39,GBP
739946,1165,2021-12-10,Sell,377640.92,USD
397969,5386,2024-05-11,Dividend,3185112.78,JPY
320465,2623,2023-12-30,Buy,3026867.8,USD
341913,5853,2022-08-19,Split,796824.08,GBP
639744,9943,2022-06-12,Dividend,1574538.77,GBP
554837,9060,2023-08-13,Dividend,3426124.11,EUR
458576,5604,2023-11-18,Sell,304263.73,USD
759092,8817,2024-08-04,Dividend,865814.97,GBP
567151,1227,2023-05-11,Dividend,1768739.86,JPY
610262,7225,2024-09-22,Sell,3245796.0,USD
996497,8999,2023-08-23,Split,2169874.07,JPY
721858,1008,2024-04-06,Dividend,4815234.8,EUR
692149,3821,2023-11-16,Split,4038725.51,GBP
452400,3791,2022-04-01,Sell,3639683.84,JPY
708967,8343,2023-08-30,Dividend,4676143.57,USD
807132,7443,2022-11-24,Dividend,397129.47,GBP
311443,8030,2023-02-15,Sell,2087949.61,EUR
573604,2193,2024-07-09,Sell,3079290.26,JPY
150728,2408,2024-09-05,Sell,4486505.91,USD
604657,3692,2023-10-18,Split,3433275.32,GBP
841133,4261,2023-06-02,Dividend,4482131.04,EUR
833617,4780,2024-02-09,Dividend,1029609.41,EUR
368528,4574,2021-12-17,Split,4762415.13,GBP
419376,4567,2024-02-04,Sell,3251308.51,JPY
991736,6379,2022-12-25,Sell,2792210.33,EUR
320181,2556,2022-09-12,Sell,1981250.13,JPY
288405,1735,2024-05-15,Split,26791.97,GBP
756747,2139,2022-03-21,Sell,4763426.12,USD
919235,5808,2022-04-09,Buy,1789166.8,USD
988301,9719,2023-01-05,Dividend,4020245.12,USD
784569,5459,2022-07-08,Buy,3408896.17,USD
843332,1750,2022-01-06,Dividend,684939.41,USD
545972,5770,2022-01-25,Sell,1841734.43,EUR
677083,6229,2023-09-20,Split,2406271.14,JPY
995731,2863,2023-04-08,Split,3786170.24,EUR
123566,3559,2022-06-30,Dividend,1281666.8,USD
761883,4950,2022-04-02,Sell,264785.43,JPY
194378,6663,2023-04-09,Sell,4312838.6,GBP
138419,5889,2024-08-16,Buy,1553074.12,EUR
917650,7786,2023-03-19,Dividend,4362517.2,JPY
578383,6290,2022-12-12,Dividend,3986129.29,GBP
454677,8968,2022-06-09,Buy,4098590.67,JPY
534506,4367,2022-08-25,Sell,230483.38,EUR
248671,7204,2024-07-31,Buy,4344697.36,JPY
191150,2902,2024-02-20,Dividend,1061434.73,JPY
363510,6759,2022-01-30,Dividend,1219289.55,GBP
751251,2693,2022-12-12,Sell,1078734.05,EUR
810168,8691,2023-06-13,Split,1522672.68,USD
723135,9672,2022-01-21,Split,1363457.83,USD
660423,2011,2023-09-07,Buy,4231953.93,EUR
176142,7942,2021-09-27,Split,4399468.97,EUR
190200,1496,2023-07-23,Split,285152.23,GBP
491954,7264,2023-01-16,Split,2695777.88,USD
449236,2193,2023-10-11,Split,1864425.65,JPY
309059,3040,2022-02-25,Dividend,2562574.02,USD
677490,2745,2024-08-20,Sell,3592442.46,USD
784699,6735,2022-02-26,Dividend,3519446.9,USD
330939,6083,2023-11-11,Dividend,2625914.73,JPY
552509,9478,2021-10-10,Buy,3983661.4,EUR
773673,7072,2022-09-11,Split,790284.72,JPY
595113,3050,2023-05-27,Split,4417112.49,EUR
116632,5097,2022-11-30,Buy,4556390.13,JPY
376858,8953,2023-10-14,Buy,197956.16,GBP
914422,6280,2024-06-06,Split,3136215.44,JPY
857329,6347,2022-10-14,Dividend,166224.44,JPY
178638,6016,2023-08-19,Buy,1193228.56,GBP
536569,6318,2024-01-18,Buy,3465033.36,GBP
464862,4107,2023-09-01,Dividend,1774511.8,USD
690817,6563,2023-04-05,Split,69300.5,JPY
211645,8740,2023-08-14,Buy,3245200.55,EUR
734842,1807,2022-04-11,Dividend,774766.63,EUR
352800,5268,2022-01-21,Dividend,3474853.77,EUR
653369,3828,2021-11-08,Split,941957.37,GBP
190244,6965,2022-08-24,Buy,4956880.45,GBP
490213,9327,2022-12-14,Dividend,3728306.97,USD
932938,8110,2022-10-09,Sell,454508.89,USD
161838,4676,2021-10-16,Dividend,2705132.3,USD
224208,4059,2021-11-18,Split,1407197.7,JPY
572068,5575,2024-01-09,Buy,4472184.35,USD
831750,8797,2024-02-20,Split,2696242.79,JPY
752660,4947,2024-07-17,Buy,2137763.51,JPY
821304,1808,2022-01-30,Buy,3257216.13,EUR
530462,1553,2023-11-17,Sell,347152.48,USD
319883,8166,2024-08-04,Buy,1169168.48,GBP
317574,8953,2021-10-08,Split,3462457.18,USD
459532,5808,2022-08-26,Dividend,1577267.67,EUR
242437,5192,2022-08-01,Buy,394908.51,EUR
965735,1954,2024-06-05,Buy,3877567.66,USD
977383,9535,2023-03-04,Sell,1831545.22,JPY
578976,6563,2023-06-08,Split,930932.2,USD
439064,5749,2023-02-24,Split,213682.1,JPY
326139,6319,2023-09-06,Sell,3459981.45,JPY
890840,3776,2021-12-22,Sell,1402414.45,EUR
661391,9055,2022-04-28,Buy,822619.8,JPY
185754,8905,2022-01-22,Buy,2319419.65,JPY
970842,2215,2024-06-14,Dividend,1891148.16,EUR
510399,9943,2024-07-19,Dividend,1322505.75,EUR
804693,8576,2023-05-25,Sell,3656290.95,JPY
728137,4086,2021-12-31,Split,863590.68,USD
583646,1496,2022-04-01,Sell,29504.01,GBP
889140,5478,2022-03-15,Dividend,2243153.91,USD
936967,3144,2023-11-20,Buy,2873145.95,EUR
922699,2939,2022-12-20,Sell,4135546.11,GBP
345963,5953,2024-09-02,Dividend,769777.67,GBP
975586,3712,2023-03-11,Dividend,270842.92,USD
160693,9901,2024-06-13,Buy,2716428.37,EUR
604250,1103,2023-09-27,Dividend,415118.55,JPY
382156,3144,2022-07-25,Sell,693071.99,EUR
956935,2230,2022-11-17,Dividend,327997.7,JPY
333126,2693,2022-07-20,Dividend,4380991.74,EUR
209370,5575,2021-12-30,Dividend,3619567.25,JPY
848270,6539,2023-12-08,Sell,2009207.37,EUR
716855,1807,2024-05-23,Dividend,2241300.27,GBP
984930,9023,2024-01-09,Sell,2601875.86,JPY
621359,9672,2023-09-07,Split,3897690.8,USD
515697,8773,2024-07-07,Dividend,4153284.63,USD
197925,1308,2022-04-16,Split,1718934.4,JPY
186459,3326,2023-05-28,Split,849370.35,EUR
201128,1833,2023-09-15,Sell,555062.37,USD
584100,1435,2023-12-19,Sell,419785.44,EUR
946325,3040,2022-11-04,Split,1541554.39,JPY
571111,7011,2024-03-27,Split,4566283.82,JPY
120817,1735,2023-04-14,Split,125281.39,JPY
393362,9004,2021-10-20,Dividend,2592872.42,GBP
920201,2611,2023-01-09,Buy,1032663.84,EUR
713853,9619,2024-04-30,Dividend,4534499.53,GBP
295633,8516,2024-06-24,Dividend,1035360.53,USD
241968,4574,2022-05-11,Sell,3245899.87,JPY
516224,9981,2021-11-21,Dividend,2218931.57,EUR
292797,5814,2023-06-26,Sell,3427664.9,GBP
839278,2045,2023-03-12,Sell,3470227.43,USD
876811,7225,2022-11-05,Buy,1623350.02,JPY
862984,2868,2023-07-23,Dividend,3141024.74,JPY
676318,8462,2023-11-06,Sell,1922430.04,JPY
548264,1165,2024-04-09,Buy,94870.5,JPY
263044,4227,2021-11-12,Buy,3980479.46,USD
282713,8130,2022-01-23,Split,39085.55,JPY
402811,4676,2022-10-30,Buy,1307219.38,GBP
237146,4947,2022-06-29,Dividend,253094.26,USD
334128,3051,2021-09-27,Sell,4747421.91,JPY
910244,2672,2021-12-21,Sell,1336748.96,USD
215593,3450,2024-05-11,Sell,2757442.59,GBP
207816,6150,2022-10-25,Sell,1874725.83,EUR
673389,8905,2023-05-17,Sell,3528466.73,USD
656915,3453,2022-11-28,Split,2728034.21,EUR
701416,6229,2022-09-28,Buy,1223950.76,GBP
220975,5288,2022-10-28,Buy,3933582.09,GBP
516957,2733,2023-07-16,Sell,521592.31,EUR
746723,8462,2022-05-05,Buy,1160348.51,EUR
950277,1449,2022-10-31,Dividend,260928.39,GBP
801883,7662,2022-04-15,Split,3859184.35,JPY
717359,8968,2024-08-28,Split,1647088.18,USD
968141,7303,2023-03-15,Buy,1325925.32,EUR
313827,4478,2022-03-30,Buy,3517913.77,JPY
291825,9713,2024-06-07,Dividend,3641315.09,EUR
964004,8773,2023-10-19,Split,684183.66,EUR
369298,9943,2022-02-01,Sell,4983450.52,EUR
796461,2426,2021-11-25,Buy,2711921.06,USD
620432,3891,2024-05-31,Dividend,315894.12,JPY
677813,9225,2022-10-21,Sell,1083726.04,USD
103179,2049,2022-05-14,Buy,4981470.84,JPY
752299,9470,2022-03-23,Buy,4009989.96,EUR
900385,6476,2023-01-28,Sell,4320576.4,JPY
816858,9619,2021-10-20,Sell,4663231.69,GBP
884770,7264,2021-12-18,Buy,1854252.25,EUR
294592,1847,2024-05-11,Dividend,4366787.66,EUR
161815,6150,2021-11-28,Split,4886214.82,USD
158847,7303,2023-03-19,Split,4155147.29,USD
805363,4968,2023-09-04,Sell,1725678.0,USD
912471,9082,2023-03-09,Dividend,2489574.82,GBP
549388,5068,2023-03-17,Dividend,920168.74,EUR
264496,4241,2024-07-08,Sell,1247327.01,GBP
692111,3461,2022-08-03,Split,4145292.73,USD
671681,4900,2023-09-29,Sell,2417770.79,JPY
874774,7174,2023-05-15,Sell,3988116.26,GBP
240159,3559,2023-05-13,Sell,2213533.15,USD
291762,4717,2021-12-16,Buy,395830.52,USD
980480,7530,2024-01-05,Dividend,4264767.14,USD
383402,9535,2023-06-08,Dividend,4926154.69,GBP
956716,7790,2024-06-20,Dividend,1659885.55,JPY
226055,6371,2022-11-30,Buy,3601889.32,EUR
499688,8516,2022-05-13,Sell,2282056.89,GBP
207591,2672,2022-06-10,Buy,4414848.35,EUR
294209,1479,2023-04-16,Dividend,25377.42,JPY
709052,8702,2022-02-22,Buy,3926804.29,USD
209942,9055,2022-07-11,Dividend,3524253.21,EUR
252054,8343,2023-05-21,Sell,1670631.66,EUR
332609,7231,2022-03-11,Buy,4379189.03,JPY
969984,7231,2024-02-03,Dividend,4983017.89,GBP
731188,4597,2023-01-08,Split,4267392.73,EUR
310965,4198,2022-10-15,Buy,4081792.47,USD
978791,9731,2024-04-04,Sell,3908813.13,GBP
416749,1902,2021-12-15,Dividend,3773693.27,JPY
844051,2693,2022-03-03,Buy,20927.14,JPY
249342,2640,2023-04-23,Dividend,4248296.75,EUR
650412,7454,2023-07-02,Buy,1275304.28,JPY
524130,5705,2023-10-06,Sell,347484.22,EUR
783503,5180,2023-05-20,Sell,65886.28,EUR
592132,5882,2022-09-09,Split,3389950.6,GBP
893355,3721,2022-02-04,Dividend,4792110.6,EUR
844759,7818,2023-01-11,Split,553684.43,JPY
662231,8800,2024-01-31,Dividend,2764248.2,GBP
514452,5240,2021-10-24,Dividend,3192856.2,GBP
597357,8267,2024-09-15,Dividend,292422.16,EUR
426635,5785,2022-06-20,Sell,1932351.17,USD
504365,6452,2024-06-05,Sell,1581547.06,EUR
645796,6759,2023-05-20,Split,3093496.6,EUR
119890,2640,2021-11-18,Dividend,331444.2,JPY
373013,2745,2023-05-18,Buy,2539321.29,GBP
119337,9197,2024-04-20,Buy,2211679.01,EUR
154895,7790,2022-08-14,Split,3388617.72,JPY
763582,7011,2022-04-06,Buy,4679212.19,EUR
643738,7132,2022-05-16,Sell,4672437.53,EUR
509534,6690,2023-01-29,Sell,1253791.59,GBP
447766,2611,2023-07-10,Buy,4476015.84,JPY
359055,5288,2022-05-10,Buy,1092826.24,EUR
751733,9817,2024-07-07,Sell,1753147.32,GBP
849066,1553,2023-01-21,Split,4156288.99,EUR
123088,2139,2021-12-10,Dividend,2974915.98,USD
816664,8905,2024-06-17,Sell,3821333.49,USD
855022,6880,2022-01-12,Dividend,1087498.89,GBP
472657,7239,2022-11-15,Sell,4681038.45,EUR
555018,9060,2024-05-03,Split,4453895.67,JPY
140960,2869,2022-08-17,Dividend,4872009.83,JPY
305865,9943,2022-09-22,Sell,3319687.71,JPY
794204,4198,2023-07-17,Split,752856.51,USD
764527,2215,2023-09-30,Split,1425467.04,USD
752717,1396,2022-12-16,Split,3104589.98,EUR
801348,1954,2022-11-03,Dividend,2422171.9,GBP
666716,9694,2023-04-05,Buy,1759348.62,USD
357071,1768,2021-12-14,Buy,1410721.67,GBP
458730,8773,2023-12-06,Buy,2908565.63,JPY
506188,1977,2024-02-07,Split,1386322.11,EUR
101717,3308,2023-07-29,Sell,669329.77,USD
792158,2230,2022-12-23,Split,4239728.22,EUR
909713,4999,2024-08-20,Split,3639772.25,USD
938331,2105,2023-01-30,Split,3283419.09,USD
942551,9841,2022-01-24,Sell,491490.84,JPY
174932,2579,2023-03-14,Split,4617763.81,EUR
425610,6371,2022-07-11,Dividend,27734.76,GBP
138148,1118,2024-07-13,Split,4294200.78,GBP
340036,7510,2024-05-29,Buy,83598.19,JPY
551782,4595,2021-11-30,Dividend,4712944.58,JPY
159373,2426,2023-10-18,Split,4070507.4,GBP
616188,9255,2022-08-22,Buy,4645034.26,USD
116092,7470,2022-01-11,Split,3541665.56,GBP
609030,8513,2022-09-24,Dividend,486478.86,GBP
124333,4676,2023-11-22,Split,754590.05,JPY
654486,2426,2024-06-18,Dividend,3416078.64,USD
928116,9004,2023-08-24,Sell,3987219.98,GBP
874216,4900,2023-01-23,Dividend,1222270.28,JPY
181795,7898,2022-08-23,Split,121870.83,USD
224124,8138,2022-11-23,Split,1051852.94,GBP
368097,1063,2023-12-04,Dividend,1529658.25,EUR
123715,8350,2022-01-28,Dividend,3250517.37,JPY
372401,8740,2023-04-16,Dividend,911122.03,EUR
777182,1148,2021-11-29,Buy,2133380.7,JPY
179637,8351,2023-05-22,Sell,3071912.23,JPY
437185,1977,2022-06-16,Split,1619012.77,EUR
978601,2972,2022-03-03,Sell,3061990.78,USD
224920,6880,2022-09-24,Dividend,4068841.27,USD
204931,7415,2023-02-11,Buy,4737023.37,USD
731818,5180,2022-08-18,Split,4169272.08,JPY
840452,5974,2023-11-22,Buy,4656507.48,GBP
858762,7132,2021-12-19,Dividend,2617387.86,EUR
669199,9901,2023-09-11,Split,526494.26,EUR
149103,7022,2023-02-24,Sell,882776.37,USD
600817,2785,2022-04-04,Dividend,2033384.51,JPY
981056,4676,2024-02-06,Dividend,804592.41,USD
391896,2774,2022-04-27,Buy,2419391.4,JPY
316442,7786,2021-10-25,Buy,3091264.19,EUR
167422,6023,2021-09-30,Sell,1832529.64,EUR
748157,5965,2022-02-08,Buy,4728058.23,USD
914817,7225,2022-04-30,Dividend,2474416.29,EUR
499828,9474,2022-02-07,Split,3438677.73,JPY
