performance_id,company_id,date,revenue,profit,eps
586660,2085,2022-08-25,40397.99,6982.27,6.58
155170,7239,2024-06-05,4706.6,-4166.72,40.44
886483,3022,2024-01-03,7108.18,-2154.46,12.74
356081,8773,2022-11-02,19416.1,-2724.5,48.42
876159,4567,2022-05-18,21348.11,-3689.85,37.16
238777,9010,2024-08-28,19652.53,-1558.32,49.2
622436,5386,2022-12-25,9148.95,10197.28,29.37
543962,4811,2023-04-20,6598.36,-4134.47,2.7
867922,8773,2022-07-15,29182.0,3160.7,3.48
883674,1103,2024-04-16,41187.9,10046.34,-1.84
417235,6115,2024-06-16,28623.24,4969.38,11.63
257560,7732,2022-01-04,5643.75,10567.2,30.85
359452,9012,2024-05-09,37891.41,3884.08,4.03
566049,9023,2024-01-27,24526.57,5963.97,16.86
994026,7204,2022-12-27,10965.44,12860.04,14.78
830824,4165,2021-10-22,18626.8,7837.37,43.69
249634,2074,2024-04-30,17342.75,5066.12,46.48
965978,3450,2021-10-24,19686.07,4255.23,6.07
702817,5097,2023-09-09,7015.97,8500.94,18.54
349111,5171,2022-06-03,33214.58,6758.35,3.86
547698,9309,2022-01-28,4680.06,11173.64,7.76
358056,4309,2024-07-08,23382.47,13675.22,10.15
792609,5785,2024-04-13,1279.94,3123.41,43.03
370131,2902,2024-04-20,11606.38,-319.38,-0.69
332396,4224,2022-11-02,25033.58,8072.34,6.3
245995,5525,2021-12-03,17615.91,-3632.11,24.79
506975,2450,2024-07-16,30783.19,2159.84,33.49
757427,9116,2024-01-07,18295.51,8629.81,-4.25
989028,9910,2024-05-12,2682.98,14514.14,38.4
429059,3891,2024-03-20,44506.41,11342.37,13.03
488818,9295,2022-04-29,39053.27,7015.74,11.46
580851,5068,2024-05-06,11332.03,2395.69,16.57
357382,1148,2022-07-25,29101.71,12227.16,-1.21
507548,9399,2022-11-07,45098.39,6418.9,22.47
575711,8425,2022-11-26,20083.02,-3069.73,36.35
271268,2640,2022-04-09,8837.38,3443.9,0.13
456712,2929,2023-02-21,30244.1,4818.91,19.31
714906,3292,2022-11-10,23542.14,-1945.06,-0.96
155454,8582,2022-08-16,6443.83,8592.17,-3.17
240862,8989,2024-03-01,36955.17,-4825.72,-4.46
797437,5097,2021-12-22,23991.94,10609.56,-2.34
915761,9535,2022-12-18,1898.5,-1502.73,45.67
470775,1118,2023-10-03,37709.59,-1567.21,5.22
735767,1711,2024-03-29,25462.67,1316.93,22.45
456051,8987,2023-04-28,46760.25,977.17,27.4
334554,9295,2022-09-10,47450.6,-1482.54,19.49
940685,1216,2024-01-05,31938.05,2287.54,20.16
557037,8925,2022-12-07,26286.84,3449.96,27.34
664793,1351,2024-08-09,2311.65,3260.98,43.6
960767,1208,2023-03-01,31163.3,6134.82,4.7
341532,8622,2023-11-25,29062.62,-1253.46,13.89
508537,9207,2022-02-25,29960.91,382.02,9.16
858745,3267,2023-02-10,2136.33,13470.12,49.76
914347,4689,2022-03-19,40429.91,-3631.58,39.33
453577,3453,2023-10-13,12377.44,5425.55,43.89
133180,1016,2022-11-03,2263.51,3296.21,25.98
722576,1341,2023-06-11,12017.37,10996.58,-2.04
643126,3461,2023-08-12,18094.26,4996.23,14.67
307983,6685,2022-05-19,1922.61,-738.87,29.01
600338,5459,2022-04-30,23224.93,5597.73,7.46
939445,9951,2022-07-17,15727.64,2590.0,32.39
272262,3051,2022-04-09,20260.81,-781.78,25.83
554012,4346,2022-05-27,9903.02,3186.31,-1.34
113300,2176,2023-12-24,24626.46,-2791.57,-3.67
572102,2011,2022-06-11,13327.7,-38.91,10.39
758730,4780,2023-03-17,31774.24,6077.19,3.82
161521,1711,2024-02-03,8294.72,1013.76,46.21
527291,1517,2023-07-01,27190.49,2431.79,10.74
375958,9116,2022-12-27,26591.76,6258.28,27.0
242728,8773,2023-10-03,49067.51,3219.91,-2.38
982395,5965,2023-08-12,1442.45,11364.58,-1.5
872712,1396,2023-01-19,16748.89,-3458.79,17.8
937006,5385,2022-10-10,45253.16,14246.79,48.67
928059,7223,2021-12-16,21779.3,12155.33,17.64
677573,5328,2022-04-16,5262.18,9264.84,0.1
119308,5965,2023-04-05,23688.7,611.73,8.51
102246,5328,2022-05-22,42780.5,7209.14,19.25
621502,9865,2023-01-14,25327.16,2845.63,43.01
740458,1396,2022-03-04,9638.79,8397.98,-3.77
899878,5459,2022-12-16,16464.31,-1571.15,28.47
360896,9004,2023-10-29,16191.9,-623.39,2.45
724214,4950,2024-07-26,22345.61,4303.48,8.86
727257,9248,2022-05-21,7182.66,1476.46,44.35
675515,7330,2022-10-07,16902.16,5628.22,28.17
489985,4968,2023-11-11,25242.84,3102.69,18.22
254167,8037,2023-11-28,41447.26,-4239.59,29.44
239023,3194,2024-02-24,23373.85,9439.25,46.63
206040,4165,2022-08-08,12997.52,-1790.91,19.19
906382,8740,2024-07-15,34868.71,-1596.79,19.76
770732,2711,2023-12-19,14701.7,-2945.4,9.22
836640,1435,2024-09-17,41712.22,13277.49,34.82
211757,4663,2022-09-03,26613.66,709.65,40.78
891165,1750,2024-01-22,45182.54,9334.81,32.17
702062,4208,2022-01-19,30223.49,8556.17,39.09
616051,4272,2023-03-29,28645.75,487.47,8.2
192498,5268,2023-10-29,37713.22,9007.77,25.02
390711,5785,2023-09-06,31064.85,-2214.16,-2.26
710730,5459,2021-10-17,24880.6,10320.37,-0.79
837944,7680,2023-04-23,13667.74,3085.61,15.99
143519,7662,2023-11-23,46098.29,9775.99,18.42
967191,7443,2023-03-28,49984.74,11430.46,17.49
939119,1566,2021-10-06,9820.22,12155.29,15.72
310347,5592,2023-08-23,14481.21,12980.63,24.58
976557,8357,2024-01-10,1869.77,8530.37,27.4
407655,2450,2023-09-05,21012.56,2662.45,36.29
400541,5808,2023-11-16,24948.6,7979.94,11.71
821997,2210,2022-12-10,37773.5,3268.27,-1.09
625458,6735,2024-09-10,46546.21,2306.11,39.39
750419,4367,2022-09-27,173.31,-2920.66,1.03
781610,1250,2023-10-19,33956.11,14155.03,49.3
631410,9818,2024-08-02,24483.88,7287.55,9.85
125923,8582,2022-09-24,48164.07,14231.4,46.36
734158,7942,2024-09-20,22400.31,-2728.3,14.15
945407,2901,2021-10-15,11069.61,9928.28,5.14
584037,5853,2024-05-18,31509.47,3204.01,34.5
312550,4968,2024-08-21,8974.88,-4533.78,14.97
785583,1735,2023-02-06,26804.64,13292.44,10.24
176580,5808,2022-11-20,19208.83,11963.0,45.14
247308,9901,2023-02-06,2281.77,9045.19,30.73
786633,2251,2024-08-03,36320.27,9600.17,26.07
196094,6016,2023-10-21,39154.09,3796.42,40.9
567604,1651,2024-06-24,9810.91,13508.56,47.39
377927,4100,2022-02-03,46908.97,6275.63,4.12
882621,5974,2021-10-13,26976.71,3790.82,0.59
250648,6691,2024-01-13,46310.17,13592.22,44.76
134943,3572,2023-09-13,49023.45,-2246.79,16.84
449106,2045,2022-02-27,37572.56,7687.89,-3.18
153411,4597,2023-06-15,1370.03,-2594.32,26.75
407511,5126,2023-01-26,44606.53,6910.58,0.22
205675,9007,2023-01-07,20568.46,-2835.64,1.28
582642,8026,2024-06-08,31650.74,-812.06,12.49
652524,6280,2024-07-23,42817.87,10566.28,24.94
551599,9023,2024-03-30,17432.32,2567.86,48.67
883933,3040,2022-06-07,9681.49,3346.15,10.43
797389,7470,2021-10-31,36478.45,3929.67,8.29
419284,8622,2022-09-23,11207.29,5275.52,27.24
480319,3368,2022-01-27,33406.4,5654.21,-1.93
616190,8576,2022-10-11,39361.96,8543.38,24.03
298965,9804,2023-02-03,12931.92,10127.11,45.14
785703,1063,2021-09-28,10772.47,9845.91,0.4
629764,5240,2022-12-09,33923.55,4662.06,22.53
560738,1216,2023-05-14,23004.35,361.77,9.25
475292,4726,2023-12-25,12456.42,-3801.93,42.39
370054,9399,2022-08-22,47780.28,6559.76,11.09
290194,2450,2021-12-11,5675.0,10629.01,17.72
712999,9910,2022-08-25,25898.84,8065.99,31.85
526929,8218,2024-03-25,20836.26,11567.43,13.59
761156,4100,2022-10-31,1043.47,-4268.66,31.71
174431,4896,2023-07-18,25490.67,6625.32,16.07
516831,2049,2022-08-01,31288.79,11983.87,11.56
951983,6016,2021-10-08,37413.77,9526.77,21.78
523487,2450,2021-12-21,11663.93,1010.5,40.83
547714,1785,2023-06-15,15305.67,3824.04,24.32
391643,2623,2024-04-19,21110.97,1274.41,15.53
225159,3411,2022-09-01,17974.16,-871.59,-2.51
897719,8218,2022-06-09,21855.22,9302.81,13.8
545180,3368,2024-07-14,29646.97,9422.13,19.92
402126,8350,2022-02-17,45443.44,7875.96,6.77
395794,8721,2024-04-23,2819.71,-4469.99,19.1
657742,9910,2024-08-16,36780.14,4314.31,11.09
862813,9207,2023-07-18,45682.05,14233.48,13.47
830258,5953,2022-05-16,40517.09,7393.44,16.33
364700,7635,2024-03-01,26123.91,8682.57,47.2
441596,5705,2023-04-05,23116.6,14012.58,35.92
439056,6319,2024-09-04,15784.03,11469.61,33.43
509233,1869,2023-07-21,35162.33,5436.04,33.89
672316,5882,2021-12-31,25970.71,12603.14,38.2
554141,4900,2022-10-27,38536.68,3714.79,43.33
596267,1165,2022-06-09,2297.28,4621.45,6.54
542368,3821,2023-08-25,44165.24,6504.94,11.71
522330,1651,2023-07-21,31974.75,1340.49,22.24
314836,9223,2024-08-15,42613.46,12798.26,-4.78
288340,9943,2023-08-11,9651.31,12652.18,11.62
769364,4165,2023-04-06,46262.73,-1827.09,16.86
297644,2901,2023-07-06,3233.72,12825.74,21.4
351831,1651,2024-03-09,13552.27,9423.27,22.41
328971,5382,2022-01-21,26480.7,-4809.65,44.92
906532,6319,2023-03-08,35634.09,1329.04,35.62
868419,9951,2023-08-22,48541.04,7415.02,2.35
295614,9197,2024-05-24,34695.95,5958.0,6.79
749210,9116,2022-12-26,29291.53,826.38,22.69
435795,7901,2023-09-15,23023.77,-1831.56,32.91
264757,9901,2023-01-26,10718.06,4728.54,1.97
991850,8357,2021-10-20,14330.48,8154.9,49.55
143282,4084,2023-03-10,22759.0,7536.54,49.49
198495,2693,2023-07-01,42000.0,10737.78,38.38
708699,5288,2024-05-19,8757.11,13018.79,30.11
832205,1882,2022-12-03,20714.94,14625.26,21.31
930077,7901,2022-08-23,30819.7,9224.86,44.01
727078,1351,2024-06-02,23968.21,13669.2,-2.31
940403,1808,2022-06-06,34982.41,1813.19,18.89
519361,9903,2024-08-08,32468.26,-2192.56,40.65
316663,6332,2021-11-03,23829.09,9449.77,43.22
596972,6229,2022-03-08,40237.76,8931.28,31.21
973550,7415,2022-03-19,39487.38,8428.15,12.3
827612,2210,2022-10-04,41978.83,6084.68,33.03
249160,1735,2022-04-17,11036.28,4288.14,35.8
692822,3821,2024-09-08,12267.32,-2008.63,12.34
505875,8357,2023-05-16,24855.04,1601.03,17.21
934562,3851,2022-04-19,27013.61,-2578.29,13.11
816531,2940,2021-10-20,38239.1,13044.71,25.39
647140,9619,2024-07-19,30286.93,2718.67,25.69
205944,4309,2022-09-07,19820.45,6693.87,43.0
207515,5808,2023-04-12,22751.74,1253.35,8.91
372045,8460,2024-09-08,39887.49,11726.44,26.73
963414,4165,2023-06-20,28885.73,6340.69,25.99
312071,6969,2024-08-16,49827.81,-4248.66,18.99
905623,2857,2022-09-08,8102.34,-2027.34,37.84
294927,7415,2022-04-23,24989.89,3206.79,14.71
975876,8905,2023-05-31,33142.5,4909.87,18.44
824327,1808,2022-03-22,31343.79,4332.93,37.12
275591,3453,2024-07-11,48750.27,9788.58,15.81
951867,9235,2022-01-23,12033.8,2832.61,42.13
472724,5889,2023-10-31,4976.68,12176.95,29.29
997358,5882,2021-09-26,11625.57,5750.66,2.26
973799,4086,2022-02-01,22115.93,-758.4,26.78
794738,5322,2023-12-26,28620.64,13218.86,14.8
818025,4367,2024-01-06,10873.12,6376.0,33.36
297570,7662,2023-10-12,3200.69,14488.89,24.39
946534,9951,2023-06-27,22559.58,2048.66,21.57
386452,9197,2022-02-13,10024.45,9675.2,45.37
933191,7120,2024-01-26,45451.4,10229.11,46.82
977649,5019,2022-10-13,13108.19,7776.98,26.5
197941,4059,2023-07-28,42999.28,3422.29,37.99
634022,3264,2022-11-20,21250.95,14900.82,40.23
855732,3703,2022-11-25,35952.62,1608.49,20.23
758155,5336,2022-12-31,22338.19,-1454.77,-0.2
476887,3194,2024-08-18,22475.36,11637.81,4.15
566788,9225,2023-03-08,27813.53,3007.81,39.55
741272,4107,2023-12-12,12982.6,5506.03,13.07
379796,8721,2024-01-07,15197.62,-53.31,3.27
262432,1148,2024-08-27,39146.32,-215.24,47.63
856744,3050,2023-10-31,6247.84,-3209.07,42.46
323634,5079,2021-11-14,16565.76,12662.8,29.07
778297,1082,2022-07-11,25039.32,13521.21,0.23
487454,4726,2022-10-06,12181.54,-4697.13,12.91
718069,4676,2021-09-27,27534.89,11674.0,0.24
475938,9442,2021-12-05,41461.42,12836.23,8.1
150507,1504,2024-06-02,24514.85,5335.97,12.32
964028,4465,2022-04-05,22149.23,-1219.47,13.91
165332,1435,2023-10-22,27329.28,3848.12,36.13
328730,4363,2023-02-16,26364.68,3714.21,-0.15
414095,9255,2022-07-11,30925.05,4316.51,36.85
913179,3572,2022-01-18,1928.33,5344.04,38.0
627486,8319,2021-12-29,1512.32,2662.66,4.52
184449,3326,2023-05-12,33078.39,-2257.78,25.31
393235,9317,2022-10-19,23443.57,8525.43,2.39
157738,1213,2022-09-30,41564.59,-4392.31,45.98
886808,3776,2022-12-29,26336.12,5836.27,26.08
993961,8319,2021-11-20,18209.3,12972.5,-0.41
970723,5249,2022-11-02,26135.16,3660.84,23.62
385505,9713,2024-08-28,33369.56,-1951.86,-4.51
621863,9865,2022-06-08,24804.56,-1401.02,47.32
115265,6083,2023-12-04,36860.85,5838.99,13.67
535927,3712,2021-12-06,42541.62,9986.68,39.75
441008,3368,2022-07-11,12373.33,5760.15,41.62
101400,3023,2024-02-07,2153.84,3257.34,35.89
151667,5097,2024-05-25,5071.36,13755.57,31.17
432103,3593,2023-11-01,39777.28,-2544.27,28.26
943520,2857,2022-10-23,16631.64,3994.5,30.56
857572,5322,2022-01-28,31264.63,13951.46,6.7
920933,7786,2022-07-11,19437.87,-2693.67,49.41
282018,4780,2022-02-14,7373.52,13565.88,31.7
121396,8797,2023-04-11,13398.18,2205.54,9.76
128961,2089,2024-02-11,46320.08,-763.59,17.05
173070,8817,2022-02-26,44207.69,2671.11,27.12
114960,8350,2022-01-02,24305.34,5961.12,14.74
541203,4208,2024-02-28,34974.45,7397.51,10.87
499505,2398,2024-08-08,37660.38,834.33,15.67
394633,7359,2023-04-11,42889.44,8300.17,24.74
109055,1807,2022-10-24,49716.29,622.42,38.48
947968,5713,2022-08-12,19627.78,8376.48,23.58
556621,8968,2022-09-29,13446.76,12505.47,10.72
956271,6324,2023-12-25,47826.4,-2531.1,34.12
221633,5247,2023-02-02,36484.98,9946.12,28.04
943721,9322,2024-08-12,748.09,-846.28,8.42
476787,7303,2021-10-09,31638.7,-4849.54,-3.3
390648,4369,2022-03-21,11582.42,-1223.66,38.86
405035,1227,2021-12-20,43024.67,3200.27,28.83
521796,5319,2022-03-03,5239.38,-462.19,30.44
677539,3712,2022-04-02,30652.68,11405.35,29.9
667552,5941,2023-09-02,46238.85,12408.79,49.81
851231,7263,2022-11-22,2830.64,6883.51,19.09
903616,7231,2023-11-22,5818.77,13829.34,49.14
542608,1768,2024-09-19,20526.85,5590.56,-2.35
604127,8442,2024-09-02,22988.57,-763.53,5.87
337240,5941,2024-07-25,12929.02,737.65,36.33
527253,9295,2024-02-07,31753.78,-2375.07,37.03
379256,9132,2024-09-23,36933.58,25.64,0.88
398318,6379,2024-01-19,41055.12,14769.63,48.83
499270,7264,2022-07-04,20814.64,5326.74,36.88
425301,4597,2024-02-19,25211.91,-2974.76,26.68
175540,1847,2024-01-11,35346.77,12844.11,43.59
392705,1732,2024-02-20,22175.41,7623.37,49.97
227337,7132,2021-11-01,27495.81,301.81,3.06
803766,1308,2021-09-28,43983.58,-4315.08,25.26
568608,5597,2023-01-11,20556.93,2077.66,31.32
783247,9951,2022-09-20,43580.97,14607.18,39.92
857431,3368,2023-12-29,17328.5,-2077.0,14.85
942821,8026,2022-03-02,38195.32,11218.47,34.44
421873,6080,2023-04-12,16652.94,306.86,21.77
668162,1902,2023-04-13,2391.85,-1549.74,14.07
329380,1118,2023-02-06,14968.97,2317.8,43.97
833637,8817,2022-07-09,45059.98,9786.54,-2.93
126507,1767,2023-08-18,16132.84,12439.55,14.67
585957,5770,2023-08-11,31508.07,-4721.46,7.02
433351,1750,2022-10-06,2380.68,-3362.95,24.22
643350,5749,2023-12-06,34272.14,-2826.15,6.46
247979,9007,2023-06-15,49879.89,2650.2,30.4
614266,3308,2023-04-27,30935.42,12736.05,43.0
889625,3887,2022-09-01,46578.99,-3011.56,47.0
780727,2049,2023-04-04,9131.49,12730.74,29.53
676990,8647,2022-08-01,32543.87,5839.05,43.88
922429,2013,2024-05-31,34794.02,2973.0,30.76
444814,3072,2022-06-27,4436.83,-2324.15,15.79
964689,7028,2022-02-12,17891.4,8072.57,29.15
245941,1553,2022-12-11,28355.18,8271.68,47.33
621408,7403,2022-08-02,19075.61,-1382.68,29.12
315676,1376,2022-02-21,4405.85,-2068.11,11.83
778114,8130,2024-07-07,15671.61,3161.05,18.23
635481,5240,2024-03-12,33765.48,3329.41,7.41
162438,4346,2024-01-27,48284.75,7728.45,1.57
866323,1847,2022-10-26,49940.81,645.59,18.1
753125,2940,2022-01-24,18526.23,8650.24,16.21
590457,3072,2022-03-26,6837.01,11318.42,24.38
582440,4363,2023-08-28,3444.69,12861.03,20.26
751402,6149,2023-09-21,43523.06,8373.12,33.29
825549,4100,2021-10-15,33431.66,7592.8,1.13
918066,7395,2022-11-03,23494.69,-4813.33,30.31
403448,5853,2023-08-28,18453.0,4802.7,12.26
744557,6539,2024-07-20,18842.82,-2097.92,27.85
439799,4726,2022-05-07,41378.39,11502.1,19.48
252066,7635,2022-10-04,46135.07,75.92,24.78
579781,1473,2024-08-09,41519.69,11704.76,29.85
371670,2074,2022-12-30,26818.27,11787.35,35.73
590271,5749,2021-10-04,46904.97,1508.42,36.63
525820,4465,2024-03-25,33357.95,-4504.48,27.86
346928,9197,2022-12-03,18300.53,10711.69,9.45
475574,8516,2023-08-04,34786.1,-761.31,18.88
723648,5330,2023-03-10,31838.28,8452.36,36.52
278297,5079,2022-12-31,16131.38,4654.98,10.37
787121,8357,2022-07-21,2459.56,6527.82,2.29
451362,5484,2023-01-21,41201.32,96.85,10.7
383334,5478,2023-05-22,3098.26,-4031.74,38.75
249534,7401,2023-06-29,33817.05,2529.11,-4.04
512944,5268,2022-01-07,36898.9,-763.18,19.16
860464,8425,2022-08-18,4614.92,14475.24,40.33
130043,6361,2023-05-03,32489.49,10977.86,9.64
487795,1208,2022-12-26,17758.46,5313.16,37.89
908966,8970,2024-01-11,44511.82,9733.56,25.85
866966,5988,2024-08-22,26220.63,14943.2,11.39
772549,5068,2023-11-28,34749.4,3784.78,16.35
297641,4689,2022-04-24,37499.16,7495.2,39.74
280624,2398,2023-11-07,28198.18,7825.98,25.7
755076,7901,2021-11-16,15909.3,6697.17,45.6
593551,7670,2023-12-26,46114.67,10790.55,36.74
924739,1833,2023-06-19,32145.06,5550.17,13.1
783929,8970,2024-09-06,14893.35,14653.62,40.79
804213,3461,2024-07-10,13776.6,1324.11,17.52
267610,5386,2024-05-18,13329.85,-4101.5,41.92
915477,1082,2021-10-28,17736.81,2103.16,16.79
218208,9128,2022-08-13,23513.48,4325.14,19.57
974949,1768,2023-05-15,35382.36,4026.06,43.15
438483,7454,2022-09-26,42825.93,8572.21,35.93
933627,2640,2023-06-16,29440.23,2183.25,36.5
323692,6539,2022-12-05,32347.26,-4420.7,36.83
774185,8483,2024-07-06,46178.51,3626.97,12.6
909326,9538,2023-09-11,16501.07,-4088.1,12.65
184167,5249,2024-09-05,30703.4,14919.49,0.9
745794,1644,2023-06-27,26825.22,12906.27,24.62
507833,7239,2024-09-16,13446.53,-462.92,42.41
174649,8425,2024-07-15,13763.4,2853.48,-0.55
112340,3108,2022-05-22,46787.83,7826.93,24.99
153385,7510,2022-05-08,114.34,-3289.12,6.11
191002,8218,2023-11-04,32956.38,8467.64,8.66
515201,9804,2023-09-07,24125.78,-2414.71,8.18
432246,1566,2022-10-12,32640.7,9206.59,25.04
140882,6229,2022-01-03,18053.18,14105.77,8.8
648167,9353,2023-09-04,2866.7,3672.73,33.6
890469,5713,2024-05-29,16539.73,1104.54,28.49
953544,7095,2022-06-14,45852.16,13226.34,41.85
231423,9694,2021-10-03,49236.64,8730.67,41.54
247231,6880,2023-08-29,46985.42,14878.24,23.42
874386,2193,2022-10-26,41525.83,-2070.43,39.13
363469,2785,2023-12-24,37071.53,2720.74,5.9
831186,7174,2024-08-27,15938.29,4467.94,6.48
399402,1118,2023-10-28,25794.0,6322.07,48.65
372545,6150,2023-10-14,46206.11,6019.13,25.25
569287,7011,2022-11-05,9051.51,3174.76,-2.0
558119,2215,2023-05-08,9359.21,10921.64,39.65
519138,9804,2023-04-10,22076.81,924.87,27.55
963572,8037,2022-07-28,40939.04,10594.64,9.71
434725,1213,2021-11-20,22970.73,10090.83,49.48
942167,7022,2021-12-19,33520.68,-1622.52,38.31
618635,8218,2024-06-29,9981.45,9043.74,22.31
504261,8011,2022-10-20,21903.54,2178.88,-3.83
969922,1847,2024-09-16,13629.24,-2552.88,16.87
462891,5525,2023-07-21,16032.31,10677.71,5.11
338775,2192,2021-10-11,17834.17,525.64,27.94
611155,4369,2023-11-19,27231.75,13581.48,48.0
689141,4567,2024-06-29,9432.92,11755.22,-0.81
472534,8469,2022-06-29,8666.52,-3148.16,47.62
963084,6352,2021-10-25,45409.13,-2222.28,28.19
230266,7132,2022-06-20,47204.99,-2700.93,2.37
950083,6352,2022-08-29,35291.44,7731.33,-4.85
173759,7165,2022-10-30,35714.76,-482.08,49.24
904510,5079,2023-10-13,49537.17,16.0,28.98
323052,1103,2024-08-16,9075.77,8789.0,-3.27
118159,2940,2022-06-08,31620.24,11429.83,3.87
989322,8218,2022-02-06,35855.35,9946.89,29.77
551848,5713,2024-03-12,29633.52,2199.18,38.26
697245,9082,2022-10-21,20513.55,-1370.05,31.71
155970,7443,2024-07-21,30683.85,8422.35,49.59
485838,3703,2022-03-21,983.97,10047.73,37.64
263245,3308,2023-10-13,8940.07,191.04,36.2
255155,6663,2022-01-22,28134.21,-1811.21,36.26
795703,9619,2024-04-05,43456.29,12894.76,26.24
701029,2693,2021-12-01,17559.51,7533.14,37.16
441528,5575,2022-11-29,12427.43,14295.48,32.25
871991,4091,2023-05-03,47432.99,5108.44,48.78
646442,2398,2022-08-02,49263.29,8692.03,11.31
836862,9719,2024-06-18,43182.22,-2291.69,31.35
983703,8721,2022-05-31,35102.32,11464.82,28.13
437953,1869,2022-06-21,22015.42,3713.67,36.56
668279,2711,2024-01-26,30863.73,-4729.98,31.08
966448,5749,2022-12-20,49462.24,4435.67,17.23
434589,8702,2023-02-01,48039.06,8469.92,7.57
992754,2672,2023-07-16,48365.41,7735.56,23.19
599288,4461,2023-02-03,26519.26,11594.54,25.41
547156,1351,2022-04-21,40893.24,8352.97,41.11
800164,9731,2024-08-27,24495.82,3463.25,1.13
839305,1216,2021-11-13,43088.82,-2664.08,42.29
817906,9442,2024-08-09,13637.45,2923.24,36.8
672176,5004,2021-11-13,848.69,5473.42,1.64
902859,8030,2023-04-28,35965.94,14737.47,29.15
674273,5171,2023-01-17,40396.34,10138.25,1.15
385526,4241,2023-05-15,18278.65,62.15,41.47
882511,8691,2023-08-21,39104.93,7078.54,11.19
104186,5288,2023-10-20,32478.86,6997.84,15.41
510290,9004,2023-06-24,36559.28,8361.46,-0.16
166386,4703,2024-05-14,16741.17,292.0,22.15
987171,6759,2023-07-30,7016.01,10003.89,4.71
424820,4309,2023-01-20,19748.81,4118.98,0.32
236257,3222,2023-01-22,2675.81,-4186.4,45.08
440139,1947,2023-02-14,28118.53,620.6,29.09
144225,5097,2022-07-13,13131.05,9760.07,6.07
444924,6318,2024-04-20,26207.23,-4374.21,41.96
357269,8138,2024-06-08,23974.12,8413.85,11.13
793595,7011,2024-04-02,15322.53,-2045.72,43.61
245320,9672,2021-11-06,49653.01,2010.91,45.04
462080,1768,2022-05-12,18242.9,957.2,-4.08
772951,4198,2022-12-08,4321.5,-1800.75,11.44
305328,5974,2022-10-01,46967.71,-3602.47,4.16
742331,9596,2023-04-15,45188.39,-3281.28,2.79
863358,2579,2024-05-21,40625.3,9572.63,26.84
883345,7838,2023-10-24,25630.69,6665.49,-2.01
422808,5484,2024-04-01,20973.63,13640.86,38.67
453592,8469,2022-02-11,541.8,-2147.45,17.78
200063,2194,2022-11-15,24980.45,-1343.1,13.0
623960,9042,2023-04-12,19545.34,-4088.52,35.03
209857,9004,2022-12-17,45243.2,8293.37,34.9
951610,3222,2022-11-29,21331.51,3323.97,2.98
426785,5459,2022-05-12,11563.99,1481.2,10.55
757632,1208,2024-07-05,17772.81,2685.04,45.57
247798,3593,2023-07-09,24288.75,-4533.15,5.31
872726,5247,2024-07-06,21406.65,8818.5,36.35
472764,3721,2023-06-26,38153.67,6460.58,44.21
293571,9474,2021-10-14,8978.74,7711.45,15.08
296234,9941,2024-09-15,12669.31,10121.13,44.64
721142,4461,2022-02-26,35790.7,12382.89,47.3
774013,4367,2023-10-26,28907.45,-4161.57,5.39
574908,5484,2023-04-18,45252.77,2528.22,22.14
759188,3368,2022-09-05,33914.71,-21.76,0.2
968959,1016,2022-05-05,6423.49,6527.18,34.18
773892,6917,2023-06-13,39830.71,13030.32,3.13
756683,5382,2024-09-24,13845.46,10055.13,4.39
944564,5705,2023-02-12,25331.78,7021.12,12.05
203594,4224,2023-06-17,35804.74,-401.88,28.51
883096,3791,2022-01-31,31480.62,12687.26,25.63
611729,4363,2022-04-18,40236.46,8908.64,14.63
955637,2213,2024-08-11,17534.09,1575.49,45.28
550819,1008,2022-01-11,27000.61,-1619.74,30.24
232595,3832,2024-06-28,12835.46,963.37,8.7
537488,4091,2024-08-19,6377.92,3467.48,20.36
449106,4363,2021-12-17,6916.94,13329.78,35.12
561442,9538,2024-01-09,42222.6,12035.85,-3.95
800492,1173,2022-09-22,10845.58,7216.85,30.45
754135,1341,2024-08-25,48124.39,-2683.66,38.29
696890,3828,2024-07-23,43856.31,7611.99,40.53
506160,5941,2022-04-25,38464.71,-2796.21,1.43
130639,9951,2022-08-08,264.89,-122.49,6.12
367957,3453,2023-06-22,24745.08,-2355.58,22.29
931029,8691,2022-02-21,1900.37,-2700.97,20.05
187929,8976,2023-05-13,20308.44,-627.08,22.82
594743,5171,2023-06-21,34701.95,-843.2,39.5
413540,6083,2023-09-30,29318.08,-4570.66,17.26
341527,6691,2023-07-25,21258.71,9294.15,25.03
302988,3144,2023-02-26,26832.52,-1397.24,31.66
969913,1882,2022-10-01,30967.56,2116.11,46.55
590719,1386,2021-12-20,16840.9,3524.6,-0.94
928684,6685,2023-04-30,22893.04,-3951.32,2.63
206797,8647,2024-04-07,30897.93,8419.28,22.25
995610,4947,2024-01-18,20316.1,-256.74,18.01
858718,3291,2024-07-29,24989.5,-4361.27,15.19
219873,9865,2023-02-22,45865.06,12794.96,-2.79
420390,8343,2021-11-20,7256.67,-3792.87,-2.93
360616,8425,2023-03-21,43152.91,6092.2,27.93
149477,4177,2024-02-25,22882.34,-3898.3,31.51
282616,7256,2022-06-27,24266.05,661.48,19.16
162065,5386,2023-07-29,48183.08,9576.04,-1.55
503487,5575,2023-12-21,40507.14,1688.69,16.98
891444,1566,2023-04-25,25466.78,8245.1,44.96
866891,3051,2022-05-23,42154.56,-4764.37,19.36
