price_id,company_id,date,open_price,close_price,high_price,low_price,volume
958231,5484,2024-01-03,1049.86,75.57,1049.86,75.57,178451
708830,5427,2023-06-19,423.81,31.1,423.81,31.1,997256
273193,5126,2023-11-22,582.6,1580.69,1580.69,582.6,606470
305279,9538,2024-03-28,1429.42,1134.33,1429.42,776.87,200552
939306,1173,2022-02-01,1566.65,968.56,1971.91,954.39,948098
461342,4950,2024-01-01,1360.85,455.55,1360.85,455.55,706731
824411,4567,2023-08-23,193.53,1527.44,1527.44,193.53,245446
195132,5319,2024-04-04,701.01,891.77,1422.73,294.42,556913
478205,4432,2022-04-21,805.08,1816.16,1816.16,697.57,421053
666345,9116,2022-12-06,1249.06,623.66,1249.06,623.66,590116
983393,4478,2023-02-20,1762.3,1654.92,1762.3,1560.0,565435
103410,1537,2023-03-11,1258.27,1838.87,1838.87,591.97,89795
573347,9743,2023-07-20,1470.8,327.5,1470.8,327.5,535248
338752,8582,2022-01-13,1297.61,774.22,1653.14,357.07,267723
414856,7239,2024-05-28,1169.29,606.07,1665.58,606.07,565464
799684,7359,2022-06-07,1617.31,547.87,1617.31,547.87,256858
523079,5180,2022-06-09,1510.93,228.24,1989.78,228.24,688763
781795,3222,2024-03-21,1054.07,1639.73,1639.73,1054.07,143584
818971,3714,2022-03-25,146.69,853.55,853.55,146.69,529470
323277,8740,2024-03-29,167.98,1915.18,1915.18,167.98,669169
859595,1566,2022-12-11,994.91,1478.35,1724.94,994.91,892290
177204,8319,2023-11-18,389.83,740.51,740.51,389.83,702700
617092,9787,2024-01-03,1280.58,1872.1,1872.1,866.81,223406
414852,1448,2024-07-03,916.39,1014.09,1014.09,386.57,192404
265501,9322,2024-05-04,1726.41,1375.45,1726.41,1026.98,13490
197963,6965,2023-03-06,911.94,1190.37,1190.37,654.02,958146
286206,3291,2021-12-28,195.65,1407.42,1894.31,195.65,755729
930139,2863,2022-11-10,454.05,834.43,834.43,454.05,164225
733722,3292,2022-11-01,318.83,1238.09,1238.09,199.91,591541
502218,6229,2024-02-22,562.35,196.63,584.13,196.63,431054
277897,5068,2023-07-26,293.01,114.24,443.36,114.24,702047
269150,4363,2024-04-08,1160.58,797.1,1844.37,797.1,28451
906992,9327,2021-10-01,354.4,1464.3,1464.3,354.4,133089
267143,9132,2023-05-11,184.13,1562.44,1562.44,184.13,420335
501490,5249,2022-04-27,216.7,305.53,1882.51,35.35,762872
772446,7263,2022-11-25,1644.37,1473.69,1644.37,569.6,75876
595763,9012,2022-02-26,419.49,902.45,902.45,231.97,777551
239157,2398,2023-08-18,1017.41,396.98,1017.41,396.98,215578
340766,4261,2024-01-13,1174.91,169.11,1818.93,169.11,787326
436645,1808,2023-06-02,829.01,952.37,952.37,829.01,30062
444740,1977,2022-02-08,389.96,770.33,933.95,389.96,262360
214381,4367,2023-09-12,1932.28,326.68,1932.28,326.68,49698
854753,8691,2021-10-17,1545.36,1353.57,1545.36,900.6,681080
415799,2745,2023-01-02,1643.6,127.18,1643.6,127.18,690151
352996,5986,2023-04-05,974.1,1338.42,1660.98,974.1,544486
840271,6937,2023-04-12,943.81,1571.52,1571.52,676.75,212673
539725,2089,2023-12-31,1527.05,1346.84,1527.05,1346.84,575484
662546,1847,2024-08-05,1926.94,1568.01,1926.94,1568.01,696860
357769,8037,2022-12-22,1234.34,860.12,1234.34,860.12,173455
550161,7022,2023-08-23,1420.09,484.28,1574.59,484.28,341264
835635,3721,2024-04-14,1976.54,1175.0,1976.54,1175.0,824475
464028,9010,2024-03-31,655.56,1423.0,1583.49,655.56,533563
772384,3023,2024-01-22,1085.39,1693.16,1693.16,273.6,215822
528345,1882,2023-09-29,334.05,208.23,1286.0,208.23,953558
105609,4084,2021-11-24,858.84,901.27,1435.59,858.84,662173
538867,5894,2022-08-29,29.58,620.06,995.93,29.58,130071
944731,3023,2023-06-29,248.07,1709.56,1821.28,248.07,580197
318534,1194,2023-04-27,1563.34,410.28,1563.34,410.28,14276
248212,4177,2024-06-11,1833.91,1574.77,1833.91,77.43,535787
953307,1768,2022-06-14,591.66,206.84,1523.83,206.84,802658
840307,8350,2023-12-31,1249.06,1858.19,1858.19,224.36,463920
541464,5966,2023-05-27,1886.76,1444.34,1886.76,1444.34,84063
388157,1351,2022-12-15,1846.15,1337.95,1846.15,1337.95,571000
682817,2408,2024-03-28,1348.11,1527.57,1527.57,1348.11,47786
564460,3022,2023-03-17,170.25,1639.77,1639.77,170.25,145910
709999,1833,2023-06-21,258.43,1037.51,1335.68,258.43,572804
303611,1213,2023-11-24,1289.16,1891.13,1891.13,1289.16,214382
418814,1165,2022-07-04,1946.47,1092.19,1946.47,1092.19,656209
590991,2013,2023-04-07,96.93,406.56,1801.04,96.93,58266
415818,8691,2024-02-03,72.67,1094.39,1094.39,72.67,688162
258441,1947,2023-08-17,316.35,1361.1,1361.1,316.35,514088
570752,8987,2024-02-06,940.97,203.66,1576.47,203.66,168797
725621,2089,2022-02-02,880.5,336.21,1630.26,264.63,888246
515229,6149,2023-02-01,71.45,54.22,1825.06,54.22,851773
170189,2398,2023-09-03,344.05,493.72,1133.15,344.05,773427
786078,1060,2023-07-08,1169.27,796.55,1406.73,31.56,441637
841715,2045,2022-06-19,1194.75,1231.21,1231.21,203.61,396012
713379,8051,2023-12-24,147.57,1495.32,1495.32,147.57,816635
621997,5180,2024-07-21,596.51,1286.26,1286.26,596.51,47862
577633,6726,2022-01-03,1422.99,68.68,1422.99,68.68,295524
685489,3264,2023-09-07,518.35,1089.18,1089.18,518.35,560835
652155,1651,2024-06-06,432.13,1616.87,1616.87,432.13,508628
177553,3108,2024-09-06,1347.64,124.94,1347.64,124.94,694108
608608,3116,2022-06-17,1902.14,759.64,1902.14,526.47,712533
597678,7810,2023-10-29,1047.7,1358.05,1358.05,1047.7,230241
211472,4798,2022-01-26,1316.8,1170.02,1316.8,675.19,793326
118523,3072,2021-12-01,679.54,1006.41,1006.41,679.54,359169
284045,3891,2022-06-07,1589.84,964.41,1650.15,964.41,898823
184958,6361,2024-07-15,835.35,552.33,1940.89,552.33,966379
857423,8319,2021-11-25,407.11,815.47,1135.33,407.11,63205
976140,4227,2023-01-19,667.85,1696.15,1696.15,667.85,328146
352920,3851,2023-06-11,1070.23,881.07,1472.14,829.83,365341
375404,2217,2023-08-08,209.94,137.1,1869.86,137.1,414119
937188,5575,2023-08-03,1469.83,36.8,1469.83,36.8,401208
167280,2230,2023-04-09,1779.43,809.09,1779.43,683.64,855104
783211,3559,2024-07-30,1307.72,281.23,1307.72,281.23,199789
908507,9535,2023-08-18,779.7,469.78,946.98,469.78,966437
408999,1227,2022-06-29,1010.06,804.55,1377.5,804.55,370362
981979,1847,2023-03-23,1759.62,1291.39,1759.62,718.39,197363
151198,6205,2022-08-03,441.67,1638.54,1638.54,441.67,629648
223029,4726,2023-05-22,1490.94,977.87,1490.94,272.69,830381
966481,6965,2022-06-23,1600.76,1929.77,1992.13,1201.47,816313
433087,3891,2022-12-18,1098.44,427.18,1656.56,427.18,655357
606973,7443,2022-09-26,1174.85,60.59,1506.46,60.59,75047
437441,9004,2023-06-12,924.41,457.2,924.41,457.2,94606
801663,8987,2023-08-19,592.56,1993.46,1993.46,592.56,989407
639879,9223,2023-05-03,701.67,1569.85,1569.85,159.5,341493
412319,3498,2024-02-15,1547.94,627.79,1547.94,627.79,996043
853775,3072,2024-04-22,1127.33,1672.46,1672.46,1127.33,593594
431583,8138,2024-08-25,284.12,47.91,284.12,47.91,447559
787877,4227,2024-06-03,1946.1,1204.01,1946.1,501.51,498205
149308,5808,2023-03-09,1049.55,1394.88,1394.88,884.13,3908
967715,3051,2023-06-17,239.81,1165.15,1165.15,239.81,881160
875557,7818,2023-05-25,213.47,471.93,471.93,213.47,795156
891553,5882,2022-12-29,557.64,379.81,1720.04,379.81,815459
799882,3791,2024-08-20,102.9,1852.74,1852.74,102.9,469028
837551,9470,2024-07-31,11.06,1877.85,1877.85,11.06,20132
163237,5322,2021-11-18,1663.92,549.09,1663.92,549.09,745090
254723,1435,2022-07-31,637.41,1666.71,1666.71,637.41,812093
576390,9865,2024-05-06,1542.95,1079.89,1542.95,121.14,647209
176547,1732,2022-09-06,1280.19,368.12,1280.19,267.56,831504
761176,1785,2023-08-23,764.93,996.45,1246.48,764.93,810656
743551,5171,2022-09-23,1126.88,662.53,1126.88,662.53,170118
793207,5478,2022-02-14,225.61,1018.23,1018.23,221.67,910364
643642,6016,2023-06-05,1225.97,1114.56,1225.97,730.67,137772
996591,7403,2023-09-03,469.12,711.4,711.4,469.12,238392
466978,4889,2022-08-26,1052.02,299.94,1402.42,299.94,142966
210618,1880,2022-10-19,819.34,1041.63,1041.63,549.77,638693
621191,5382,2023-08-13,1786.01,183.07,1786.01,183.07,195018
224258,7901,2024-03-04,848.03,755.42,848.03,755.42,160411
553623,7166,2022-09-05,565.31,349.61,873.88,349.61,981253
829640,8011,2022-01-26,108.76,728.37,728.37,89.58,865238
779187,8740,2023-07-02,433.54,447.63,963.75,433.54,929167
853868,7810,2022-06-25,131.16,1178.02,1695.47,131.16,260685
857415,2176,2022-07-27,1830.54,1635.54,1830.54,578.7,97100
814260,5336,2024-08-28,563.21,1511.89,1511.89,563.21,683718
805143,8350,2022-05-27,682.33,878.12,1933.49,97.51,541670
787758,2139,2022-03-26,1599.94,1112.82,1599.94,266.44,750064
211745,7359,2022-06-03,1667.97,368.08,1667.97,368.08,979917
183509,9943,2024-09-02,1075.91,1412.45,1412.45,616.42,364203
340567,1194,2024-07-07,664.19,602.22,1626.94,602.22,426782
283962,5853,2022-11-28,1433.78,1072.07,1433.78,1072.07,838346
286738,6284,2023-08-03,1937.88,1414.52,1937.88,1414.52,96817
865177,4241,2024-01-19,360.59,1358.82,1358.82,360.59,172773
241679,8037,2022-05-01,1659.72,135.92,1659.72,135.92,49102
166948,7680,2024-01-11,521.16,121.82,521.16,121.82,803108
973790,7359,2024-09-01,56.88,1030.45,1078.21,56.88,889413
478780,3593,2024-03-19,1070.67,1700.47,1706.68,1070.67,124587
649015,7303,2023-12-12,164.72,1202.31,1202.31,164.72,124981
897556,3291,2022-08-03,826.44,1094.31,1094.31,826.44,721811
307902,3832,2022-05-15,790.2,1151.7,1151.7,790.2,940676
393263,6759,2022-02-05,922.26,685.7,1875.5,150.74,512282
381454,2611,2022-11-10,1225.9,1859.2,1859.2,1225.9,461381
526785,1104,2024-09-13,1512.6,1290.92,1696.45,1290.92,972443
926514,4780,2022-07-05,207.77,719.23,1840.19,207.77,680949
647834,8026,2021-11-24,224.22,1500.34,1527.05,224.22,141878
263761,7818,2023-08-09,1958.89,1274.69,1958.89,76.08,199285
668483,8218,2023-06-25,852.19,1734.38,1734.38,852.19,364706
195186,3072,2023-12-25,1163.08,67.04,1762.67,67.04,975938
516439,7790,2022-07-02,1441.69,1096.81,1686.83,699.93,559373
937751,8797,2023-05-03,583.14,1103.87,1103.87,583.14,951072
370577,1847,2023-05-04,712.96,1513.2,1513.2,712.96,412965
435877,6563,2021-10-19,1429.64,1620.95,1620.95,957.17,57556
533103,6284,2022-06-25,701.5,857.37,1438.8,701.5,217232
446388,9295,2024-09-10,785.35,225.76,785.35,225.76,171359
340744,1711,2024-01-31,1821.52,447.38,1821.52,447.38,977311
510436,2217,2024-03-12,1705.2,411.23,1705.2,411.23,458781
359145,8817,2023-06-27,1725.57,1550.87,1725.57,47.47,314097
842193,5604,2024-03-12,533.69,1214.25,1590.57,533.69,522818
288752,5965,2022-05-02,1278.25,1355.92,1544.84,411.65,799988
238075,1341,2021-09-27,825.06,1306.72,1306.72,825.06,197968
947617,6476,2023-09-13,147.76,1377.28,1377.28,147.76,353574
370269,5192,2022-04-14,168.39,1516.82,1516.82,168.39,356398
196741,2940,2023-03-19,742.93,1905.85,1905.85,742.93,116026
780531,4999,2023-10-13,1411.9,1896.79,1896.79,359.8,967338
686774,9619,2022-05-25,253.3,915.53,1578.69,253.3,215547
951834,4086,2022-01-11,1664.09,1340.13,1664.09,1053.12,950506
104347,2450,2022-04-01,595.46,908.54,908.54,595.46,34881
287575,9207,2022-01-11,774.52,406.9,774.52,290.14,614676
568794,8218,2022-03-20,756.67,173.6,1982.06,173.6,96703
301094,9951,2023-10-19,1167.4,713.32,1167.4,221.5,673985
352908,8218,2022-04-10,925.41,1501.87,1501.87,925.41,725648
550213,3326,2022-07-15,972.95,20.71,1391.53,20.71,564493
930053,2785,2023-02-21,203.64,1894.37,1894.37,203.64,705040
735681,4346,2022-07-19,1916.08,1364.32,1916.08,1364.32,272283
281863,4900,2021-10-08,65.03,1263.83,1263.83,65.03,804743
348599,9915,2021-09-29,983.82,1874.73,1874.73,983.82,94977
480629,8989,2024-09-04,347.86,948.46,1704.35,347.86,329029
192585,7264,2022-11-07,663.18,1568.27,1568.27,663.18,118451
555624,7174,2023-06-03,221.48,268.69,1351.44,154.14,349397
607899,7022,2023-02-04,1409.3,732.07,1712.59,117.54,829577
708524,2089,2024-06-24,1784.15,1723.86,1784.15,881.09,638036
935234,2556,2023-01-08,1391.65,1860.76,1860.76,1234.06,992015
969646,6318,2024-03-27,1050.06,1427.71,1866.45,40.18,837383
239602,7415,2021-11-15,383.05,388.82,1719.0,383.05,317287
239088,2774,2021-11-13,1882.09,1020.23,1882.09,1020.23,196717
224235,4478,2024-02-17,1595.25,1091.17,1595.25,1082.73,279934
175238,3721,2022-10-12,105.98,1362.76,1362.76,105.98,224773
348342,4100,2024-03-03,63.09,1874.0,1874.0,63.09,706075
411002,7917,2023-12-05,1478.81,107.72,1999.81,107.72,543885
334402,4663,2022-08-28,1027.83,1450.38,1570.83,36.65,814250
910892,7303,2023-03-09,610.24,150.5,1822.34,150.5,823888
588830,7120,2021-11-16,937.48,895.43,937.48,895.43,592613
485082,8218,2024-01-23,1864.35,1818.43,1864.35,750.46,193391
964756,9903,2023-07-19,854.46,975.65,975.65,854.46,814334
115142,6735,2022-09-30,1300.65,982.17,1300.65,63.61,951818
962388,6352,2024-08-01,1839.47,678.92,1839.47,678.92,120369
428142,6735,2023-02-13,1708.97,1781.74,1781.74,1315.79,915051
767709,5575,2022-12-28,1615.3,1658.44,1658.44,423.91,276341
344496,3015,2023-12-04,880.56,1048.09,1524.3,672.35,429026
924801,7680,2024-02-06,276.14,536.92,1661.73,276.14,600373
325141,6476,2024-01-10,1873.54,1969.6,1969.6,1386.36,825995
524032,8953,2024-09-02,1495.88,424.78,1704.33,424.78,526106
361648,4367,2023-06-15,849.49,719.39,862.61,719.39,794930
883751,6937,2024-07-26,520.59,1481.84,1481.84,103.06,208870
195149,2901,2024-03-14,275.68,784.17,784.17,193.51,910489
206206,9055,2023-01-21,1071.9,1786.52,1786.52,138.66,599308
540909,9235,2022-08-25,325.24,75.74,1299.99,75.74,183181
158461,6452,2024-03-26,263.57,566.29,1617.22,156.97,604552
737884,5965,2023-05-20,1695.89,849.35,1695.89,25.45,335262
602892,2623,2021-11-29,1904.5,689.8,1904.5,629.81,124042
155602,7014,2024-09-11,1606.51,1911.85,1911.85,1606.51,113648
332536,5249,2022-11-06,943.23,1002.41,1917.69,943.23,691996
849457,6284,2022-06-16,1239.97,854.41,1478.11,854.41,337024
507893,8343,2022-03-18,1127.61,1169.8,1898.71,888.04,153758
659245,8968,2023-01-02,876.83,600.78,876.83,79.75,698461
913980,9619,2023-08-24,1338.42,1884.73,1884.73,1338.42,890523
926214,9128,2023-12-22,1519.5,365.23,1519.5,365.23,925999
243710,8138,2021-09-25,10.58,1894.33,1894.33,10.58,880285
947992,9478,2022-06-16,115.94,1759.76,1759.76,115.94,200350
932089,9901,2023-10-07,261.4,1022.39,1022.39,261.4,236447
510091,5004,2024-01-06,735.3,381.51,735.3,381.51,602601
175238,5386,2023-06-13,306.45,1182.81,1315.0,306.45,430779
785400,4399,2024-07-01,1551.72,1361.33,1551.72,576.0,923099
589330,2939,2024-06-01,70.68,1334.13,1808.23,70.68,953268
528254,2640,2023-06-26,43.37,1617.13,1699.88,43.37,275262
826898,8925,2022-04-14,1138.84,309.44,1866.21,309.44,195622
160173,5785,2022-01-11,809.02,1580.1,1580.1,305.81,656220
808942,7231,2021-11-23,447.98,417.71,1926.78,157.01,435767
426496,3072,2023-06-27,46.07,1192.93,1686.17,46.07,472324
165505,2937,2023-10-16,714.98,566.28,993.75,164.18,131034
405905,2821,2023-07-20,104.67,1935.63,1935.63,104.67,180500
962365,5019,2021-12-02,1870.81,1289.86,1870.81,99.99,854379
112879,6379,2023-06-23,1629.52,477.32,1690.04,292.49,907689
447075,7898,2023-04-12,89.27,444.02,1794.34,89.27,388982
761457,7470,2024-09-15,1408.46,820.4,1504.66,820.4,797794
509428,5240,2023-10-02,1523.18,1741.41,1741.41,1523.18,623357
387826,9399,2022-01-19,140.95,475.8,475.8,140.95,88009
852929,3023,2022-01-25,801.61,879.77,1900.88,801.61,478182
870626,8350,2023-10-02,165.34,672.8,1667.02,165.34,809540
799888,4567,2022-01-16,391.37,1843.76,1843.76,138.89,965844
428005,7165,2024-09-16,1476.88,214.1,1799.89,214.1,674254
831315,6023,2024-04-23,117.08,1070.71,1070.71,117.08,747989
875883,2089,2023-09-18,366.28,1261.38,1261.38,366.28,14575
380754,7771,2023-05-04,1289.73,67.53,1289.73,67.53,290088
413471,8622,2022-12-21,1284.71,1068.48,1284.71,568.42,506948
197240,5986,2023-04-24,460.97,940.89,940.89,460.97,917039
683847,6937,2023-05-11,1679.47,1465.03,1679.47,949.88,694946
823130,6332,2022-01-08,19.37,183.97,1228.18,19.37,872919
245588,1213,2023-11-17,929.56,359.65,1453.58,359.65,197725
244785,5575,2022-04-25,577.29,1473.42,1473.42,577.29,83958
427567,6083,2021-10-01,840.03,31.88,1630.29,31.88,463124
315164,3703,2022-10-10,1047.02,1149.65,1149.65,1047.02,364014
391688,5713,2022-09-26,1154.55,761.73,1154.55,119.16,958440
305824,9012,2024-08-07,1160.45,648.06,1321.01,648.06,642778
266121,9910,2023-09-01,761.96,301.63,1809.34,301.63,277182
628997,4245,2021-11-28,945.25,264.97,945.25,264.97,62231
954640,9787,2022-11-29,930.39,693.56,1071.44,693.56,771826
407555,6361,2022-03-28,208.08,1812.32,1812.32,208.08,5306
762642,3460,2022-10-27,544.39,1908.16,1908.16,540.36,746027
945085,6324,2024-09-15,1195.08,1235.06,1235.06,1195.08,621801
864999,9132,2022-10-11,126.72,777.98,1762.22,126.72,321720
171739,5268,2023-07-11,1774.5,1658.33,1774.5,1369.53,747329
841140,2821,2022-08-04,968.71,90.53,1291.04,90.53,384943
554754,8970,2022-11-30,1931.49,1436.32,1931.49,327.61,133884
573163,8226,2024-06-27,502.65,1847.87,1847.87,502.65,549816
391400,5459,2023-08-09,688.82,758.31,1605.57,688.82,678050
928320,5459,2024-07-06,72.64,677.02,1464.26,72.64,171485
697308,5770,2022-06-30,914.7,1356.59,1356.59,914.7,61471
661857,8030,2024-08-23,742.75,339.88,1653.98,339.88,231699
451513,1376,2022-11-12,402.21,428.8,428.8,245.4,998588
322336,8721,2022-08-31,396.31,338.48,1062.75,338.48,339466
999503,1435,2023-09-17,725.4,1793.76,1793.76,725.4,12453
748507,6280,2022-07-03,1333.19,574.91,1333.19,574.91,497704
703571,4676,2024-05-30,203.82,174.4,1005.55,174.4,976974
190160,5071,2024-09-01,436.58,151.97,1054.76,151.97,398281
715291,9082,2022-03-21,963.68,1799.05,1799.05,963.68,688953
494750,1082,2021-11-20,386.68,1891.16,1891.16,386.68,317432
214688,4532,2024-05-05,1809.59,1441.01,1986.55,1441.01,547211
345498,2251,2023-09-22,80.78,583.72,1192.37,80.78,21594
323255,4091,2023-02-26,1719.54,589.84,1719.54,589.84,315487
180429,1902,2024-09-23,1665.94,156.1,1665.94,156.1,906258
874888,1504,2022-12-11,59.72,351.79,633.93,59.72,251138
384561,2733,2023-09-26,1511.35,1494.39,1815.94,663.18,915766
756831,6690,2022-11-20,1050.57,620.87,1303.73,620.87,327967
456384,9060,2023-02-09,1942.62,1809.08,1942.62,1715.61,562106
334310,3934,2022-09-27,821.07,1107.74,1275.32,821.07,937369
762837,9644,2023-06-03,558.88,1996.62,1996.62,558.88,564403
695425,3453,2023-08-17,339.59,667.95,667.95,339.59,428463
705708,3411,2022-03-11,721.52,30.24,1450.46,30.24,989156
117611,9474,2021-11-11,847.85,666.13,1780.26,458.5,559327
743403,6150,2023-08-17,369.91,931.12,1207.67,369.91,678352
975636,5889,2023-04-28,1198.87,1801.81,1801.81,11.02,743265
426775,4224,2023-08-23,614.49,1006.17,1006.17,614.49,961944
137272,2013,2022-04-29,1962.64,1682.19,1962.64,527.04,120603
803303,2045,2023-06-21,1725.46,1737.03,1902.2,377.78,697703
652399,8267,2022-03-03,523.32,592.81,592.81,312.53,854420
371344,8925,2024-05-24,1614.21,1318.22,1614.21,1090.29,326893
925864,6541,2024-01-12,318.11,350.8,555.59,318.11,855202
697718,5268,2023-12-20,765.17,254.25,765.17,254.25,631727
778514,9672,2024-09-06,1968.29,380.83,1968.29,380.83,221039
773303,3222,2024-09-02,558.96,1831.87,1831.87,252.34,752021
220304,4896,2022-09-06,1781.94,1155.87,1781.94,639.56,16822
728632,6332,2022-06-06,1055.38,1224.02,1581.57,780.75,236000
472379,6115,2023-10-12,663.59,1503.02,1503.02,663.59,486329
890851,7401,2022-01-07,1181.46,1491.43,1491.43,1181.46,617382
671270,2939,2024-07-23,1279.62,147.25,1522.68,147.25,112388
879070,5068,2024-02-11,102.56,127.33,1946.09,102.56,274463
660586,6149,2022-11-17,1716.53,1816.64,1816.64,1052.56,565307
951646,6452,2023-02-09,1179.49,1970.95,1970.95,714.6,148660
575985,9322,2024-04-10,885.0,344.27,1192.72,344.27,700627
848208,3972,2021-12-25,36.42,1670.8,1670.8,36.42,474869
599784,4363,2021-11-03,738.65,821.13,821.13,738.65,545132
995132,6821,2024-01-17,1854.68,156.78,1854.68,156.78,46144
974376,1448,2024-04-19,936.39,1671.48,1671.48,936.39,118537
698334,4465,2024-07-10,1817.17,53.71,1817.17,53.71,217088
753521,8576,2022-12-24,282.43,54.56,1585.82,54.56,18165
563604,9804,2024-08-10,707.04,461.57,1902.16,53.76,368011
307239,7401,2022-11-05,554.11,907.28,1022.87,554.11,665901
896900,6290,2024-02-05,259.14,81.36,259.14,81.36,668078
521383,5525,2023-09-18,234.28,1155.0,1730.69,234.28,19869
467509,3703,2022-02-27,1371.38,218.01,1708.07,178.4,621430
495846,8469,2022-11-08,1466.0,1423.53,1624.13,138.19,461730
170877,5192,2022-01-12,621.79,576.6,1620.17,500.21,822246
191041,9713,2021-10-18,843.67,1728.16,1728.16,515.43,786745
534337,8226,2023-09-20,384.9,805.01,805.01,384.9,404067
958532,9055,2021-12-20,426.39,1272.02,1272.02,426.39,998539
877986,8357,2022-06-17,563.54,1591.02,1591.02,563.54,995600
413291,7290,2022-05-03,1246.14,593.53,1246.14,593.53,573942
264968,5319,2024-09-12,1075.95,279.96,1395.62,279.96,113749
946101,5685,2023-05-19,1016.22,325.22,1844.45,325.22,6398
127364,3015,2022-03-18,400.21,1666.36,1666.36,400.21,936805
258923,6690,2023-12-28,337.13,1693.24,1693.24,337.13,641318
714839,9435,2023-07-30,237.04,553.13,962.95,237.04,641665
425147,2611,2024-03-24,294.19,592.27,592.27,294.19,892319
170974,6476,2022-03-22,722.39,319.52,722.39,319.52,328436
774311,2611,2022-03-17,1169.62,1434.61,1434.61,1169.62,156423
114774,3572,2024-08-13,1661.28,1234.79,1714.29,1060.15,624601
697432,4597,2021-11-19,331.07,1093.31,1093.31,241.91,456412
547269,6205,2023-05-12,222.14,168.15,1651.67,168.15,948149
506456,7443,2022-05-14,1473.0,439.63,1526.05,439.63,558990
375561,8350,2022-06-04,1663.54,582.75,1663.54,582.75,439500
332394,3887,2022-01-29,1017.89,333.23,1017.89,28.1,143103
264796,7204,2024-04-26,1411.87,629.1,1411.87,135.8,258923
514640,8051,2023-12-25,1014.29,1307.21,1307.21,1014.29,420558
884221,8576,2023-08-22,1749.21,239.42,1949.6,239.42,185519
175723,5770,2022-06-01,64.5,1241.26,1241.26,64.5,831155
393815,8030,2024-03-22,1943.01,1084.88,1943.01,1023.51,273770
267524,9694,2022-02-17,255.02,1227.09,1227.09,255.02,771122
835593,2692,2024-04-21,1895.44,32.65,1895.44,32.65,497851
699346,9596,2022-08-31,1908.83,866.95,1908.83,204.26,272154
262387,7415,2022-05-15,1847.27,48.01,1847.27,48.01,420940
179419,6318,2021-11-22,608.16,287.3,1718.45,287.3,736271
613082,9235,2021-11-14,1246.12,1702.79,1702.79,301.88,77496
361168,3022,2022-09-15,1454.95,839.44,1454.95,438.82,641916
314649,2774,2021-10-01,338.61,225.97,1492.22,225.97,282744
817927,3267,2023-12-31,235.35,1649.97,1764.95,235.35,333440
228441,1767,2024-09-03,149.33,1324.56,1324.56,149.33,191024
485425,2408,2022-05-31,671.83,996.18,1635.83,671.83,524297
127352,5798,2022-03-09,1950.78,1933.42,1950.78,550.03,865732
684326,6229,2023-11-30,1040.13,1933.3,1933.3,965.82,741889
305513,5941,2022-11-29,1868.16,484.07,1868.16,287.96,65354
851437,1479,2024-05-20,1818.59,450.33,1818.59,450.33,984034
768193,5157,2022-04-16,351.93,1333.67,1333.67,351.93,421054
940542,4717,2023-06-19,933.65,1794.63,1794.63,933.65,754270
761890,2982,2023-08-10,49.32,1949.7,1949.7,49.32,389016
928011,1651,2022-12-09,1798.33,1931.12,1931.12,1798.33,51888
494363,8576,2022-10-16,90.0,222.05,222.05,90.0,623382
458082,3453,2023-07-29,1016.93,463.92,1016.93,463.92,273025
761585,9951,2022-03-10,971.83,1482.37,1482.37,840.94,716242
307611,2215,2024-07-22,1403.7,836.87,1548.32,836.87,222835
524694,9309,2024-06-17,800.33,1533.47,1895.56,112.65,928535
686283,7670,2022-12-01,1184.35,1105.31,1221.7,1105.31,589183
470586,5247,2023-02-11,1121.62,390.06,1428.11,390.06,744708
171026,8582,2024-01-26,662.78,316.25,662.78,316.25,965760
246089,4165,2021-12-07,1680.17,414.83,1680.17,129.26,599583
581953,4465,2022-11-02,1563.14,281.48,1563.14,281.48,288623
486266,5592,2022-06-01,1852.8,621.82,1852.8,621.82,740171
486328,7771,2021-09-29,137.92,295.25,1810.33,137.92,562533
866370,5965,2023-05-12,705.01,479.9,1614.12,438.47,879816
167758,5713,2024-02-13,1133.4,1371.58,1371.58,129.63,465099
297865,4947,2024-04-17,1473.32,1049.48,1473.32,1049.48,252153
140870,8036,2023-12-31,1956.39,1749.49,1956.39,1046.4,198129
155960,4100,2022-10-14,1778.29,1021.43,1778.29,1021.43,141860
932417,5322,2023-03-17,978.36,59.19,978.36,59.19,563517
306432,2982,2021-12-09,447.8,664.96,1019.82,447.8,748757
777839,4798,2022-04-20,1600.51,1386.96,1789.62,960.58,265632
209405,6080,2023-04-27,981.14,289.29,981.14,289.29,597928
478732,9941,2023-07-10,323.44,1990.12,1990.12,323.44,893707
601559,5158,2022-05-04,779.47,702.68,1930.98,702.68,485146
887304,7256,2024-08-01,840.95,1761.61,1761.61,840.95,70418
523212,3891,2024-09-21,1708.39,1670.78,1708.39,277.12,918058
479659,2476,2022-06-04,905.19,1375.02,1375.02,516.93,16928
234251,2215,2023-11-12,624.07,1875.19,1875.19,624.07,106787
890548,1947,2023-07-31,844.97,1573.99,1573.99,844.97,151297
534209,4606,2024-06-15,1518.49,284.61,1518.49,284.61,336731
426897,6691,2023-05-21,1614.92,863.62,1876.94,863.62,840345
840076,7470,2022-11-24,1340.99,402.11,1921.61,402.11,155806
568804,5817,2022-04-11,1851.81,1842.01,1851.81,1224.2,189145
287158,9225,2023-06-29,944.22,167.92,1680.82,167.92,5963
315959,8970,2023-05-18,1943.25,76.52,1943.25,76.52,992297
