volume_id,company_id,date,buy_volume,sell_volume,net_volume
625996,9644,2024-01-17,22082,75365,-53283
241016,4968,2023-11-15,51756,65024,-13268
311183,9295,2022-10-20,77608,32534,45074
986795,6563,2024-02-12,86784,7573,79211
732822,5180,2024-01-16,28753,80043,-51290
746885,7898,2023-07-14,34800,55454,-20654
951141,9309,2023-08-24,43638,53226,-9588
158345,5953,2021-11-29,97918,45531,52387
450299,5713,2023-10-06,7708,38204,-30496
134852,5798,2024-09-11,77998,39522,38476
339094,7264,2023-10-13,21521,52805,-31284
108853,9817,2023-08-09,46441,72325,-25884
299808,8226,2023-10-29,96495,48845,47650
908796,5319,2024-08-12,41111,29425,11686
801826,9535,2023-11-29,32288,16523,15765
591269,7911,2023-10-20,87500,70448,17052
439011,2579,2024-02-11,38049,14816,23233
395085,1176,2021-09-25,67194,39912,27282
230689,6563,2021-11-07,81050,17718,63332
888422,2937,2022-09-08,52254,77011,-24757
720077,8462,2024-01-18,18691,37036,-18345
952676,9865,2023-02-01,82283,17877,64406
251889,6917,2024-08-26,35703,12970,22733
930640,5705,2022-05-08,57971,94203,-36232
669179,1473,2024-07-29,94028,26939,67089
447373,6690,2023-09-10,46316,82132,-35816
554324,8469,2022-12-16,73358,32986,40372
111266,7028,2022-07-28,11673,82931,-71258
603230,9535,2024-05-25,75614,83291,-7677
947476,1553,2023-02-04,28904,79656,-50752
516498,9353,2023-06-19,28621,43906,-15285
674091,8576,2022-02-28,13140,81308,-68168
397770,4245,2023-10-11,43683,93409,-49726
203852,1566,2023-10-06,74670,14778,59892
812558,4811,2024-09-14,66387,29678,36709
919160,5966,2022-10-01,49865,78669,-28804
635537,1735,2022-09-27,64108,97649,-33541
971477,7132,2023-04-29,70429,74044,-3615
629109,5749,2022-05-16,78233,30323,47910
875871,4465,2021-11-16,79788,56547,23241
306161,5990,2022-12-10,52017,97613,-45596
809192,3116,2024-07-23,11050,84825,-73775
527374,2450,2024-01-22,39270,51519,-12249
622737,9672,2024-09-05,28839,95594,-66755
819775,5817,2024-06-03,40529,41497,-968
841692,2426,2024-03-23,73093,48645,24448
747872,6229,2022-06-08,34544,49380,-14836
909194,5685,2023-03-03,70879,95990,-25111
335894,9023,2022-07-22,42123,54463,-12340
972559,3072,2023-02-18,31280,66892,-35612
692271,9743,2023-05-26,98533,87461,11072
415175,5382,2024-08-19,60438,55142,5296
387030,4595,2023-02-03,86775,77510,9265
845585,5882,2024-08-05,72271,17378,54893
549910,6917,2022-05-26,63214,48018,15196
470516,3194,2023-01-27,50698,73789,-23091
956011,7256,2024-06-17,52594,94360,-41766
627278,3934,2021-10-16,12276,81128,-68852
420905,6229,2022-11-23,99117,99267,-150
968945,5427,2023-08-08,18150,70638,-52488
313398,8026,2022-05-16,19239,73239,-54000
788935,1768,2021-10-21,4793,64518,-59725
784296,7330,2024-01-18,58512,7286,51226
751952,4798,2023-12-10,71258,28296,42962
541355,8469,2022-02-07,89519,21677,67842
791950,1008,2024-05-17,39590,84769,-45179
879918,8358,2022-12-14,45128,1131,43997
809561,2857,2021-10-29,61759,30023,31736
854558,2868,2022-09-23,53163,81751,-28588
632366,6229,2023-05-26,57298,92337,-35039
527305,1165,2022-08-13,98125,26864,71261
321474,2085,2023-02-04,23360,51275,-27915
180969,5158,2023-08-22,20878,70540,-49662
259412,2982,2022-08-28,71000,61412,9588
378937,4574,2023-04-09,10760,26343,-15583
180439,8357,2022-06-21,17638,12423,5215
282417,1082,2022-06-29,57565,3111,54454
710722,1497,2024-06-09,66695,4698,61997
800665,8987,2021-11-16,64665,5144,59521
314994,8343,2022-12-31,69030,64302,4728
946366,9060,2021-12-12,76723,55338,21385
885458,9951,2023-08-27,58680,81085,-22405
871050,5386,2022-06-30,53592,90241,-36649
922776,5336,2023-01-30,67934,16803,51131
782734,1213,2021-10-27,68491,32192,36299
461115,1176,2021-11-11,15179,94288,-79109
807298,9901,2024-06-25,73413,24462,48951
431111,9910,2023-05-01,51057,41647,9410
373429,3291,2023-01-31,34506,11276,23230
223220,4198,2023-07-26,92800,36445,56355
724574,5079,2022-03-17,9611,90035,-80424
277909,8992,2023-05-19,87878,96107,-8229
497871,5770,2024-03-23,71231,3627,67604
490224,8576,2023-05-18,52841,4393,48448
742464,7330,2023-11-10,55865,46390,9475
158801,8036,2023-08-14,72455,63333,9122
872265,1735,2021-11-19,92470,25970,66500
558647,1768,2023-08-15,94899,58896,36003
113930,5288,2024-08-21,59328,65100,-5772
872582,6318,2024-07-08,75781,22537,53244
366217,4177,2023-08-06,77638,49244,28394
438207,4059,2023-02-26,38197,54561,-16364
506558,1308,2023-10-29,96445,33815,62630
852430,9644,2022-04-21,13891,98279,-84388
547293,2049,2022-03-04,44865,81886,-37021
579343,1227,2023-05-17,92672,6403,86269
851549,4539,2022-08-26,4514,87081,-82567
718527,9841,2023-10-23,79676,98236,-18560
448625,7470,2022-05-25,51503,33153,18350
508178,1497,2021-12-16,65121,89249,-24128
656489,8691,2024-05-05,68999,96688,-27689
257419,9309,2021-12-09,22810,13548,9262
810126,6149,2022-09-30,55285,49456,5829
456191,9865,2023-06-07,13486,93926,-80440
119317,5126,2021-11-23,45351,17564,27787
551156,1176,2024-01-04,21230,25052,-3822
854901,6284,2023-09-24,14506,9647,4859
249945,7022,2022-11-08,25491,25239,252
788980,8358,2023-04-25,57280,40353,16927
371838,9023,2022-03-27,97595,30815,66780
703912,8166,2022-05-30,29429,15365,14064
432965,2672,2024-07-01,70293,82550,-12257
564896,5575,2024-02-10,22114,4324,17790
314517,1833,2022-12-22,87712,26267,61445
342588,6735,2023-06-10,19127,20799,-1672
526224,3411,2022-09-27,7726,65098,-57372
625073,2230,2021-10-25,93766,96269,-2503
320757,4261,2022-12-02,94469,34503,59966
286546,7530,2023-06-12,1112,41371,-40259
925318,8425,2022-05-18,61327,69022,-7695
378588,6023,2023-12-24,46780,55178,-8398
699719,9474,2023-04-25,69599,32974,36625
254809,6083,2022-07-18,12822,58000,-45178
943361,4689,2023-03-22,47956,42669,5287
489591,1176,2024-06-02,84444,1927,82517
149577,6379,2023-10-12,78838,45827,33011
359306,2105,2022-10-25,86937,90083,-3146
460918,9713,2022-02-22,3647,58057,-54410
259064,9474,2024-01-17,23195,9004,14191
445621,8999,2024-06-26,24677,66497,-41820
967130,8267,2023-09-24,39574,20382,19192
677056,4363,2023-10-14,73586,87395,-13809
703513,2288,2022-10-09,15153,18592,-3439
379364,4461,2022-08-12,52657,41055,11602
686201,8999,2021-10-24,71338,63554,7784
574515,8037,2023-08-21,94603,25574,69029
681085,8358,2021-11-19,21210,23851,-2641
956977,4676,2023-11-29,3281,40278,-36997
803620,3050,2024-07-27,24677,30270,-5593
845723,1496,2022-11-29,99534,66308,33226
585500,5941,2021-09-30,45499,55929,-10430
207514,5941,2022-04-10,94595,72474,22121
846731,7223,2024-09-12,25340,32317,-6977
958508,3559,2024-06-02,72911,30068,42843
461716,1351,2024-04-23,13089,12143,946
271928,7095,2022-01-02,49578,33350,16228
926051,1302,2024-03-01,43816,41542,2274
323498,4432,2024-08-14,69314,70353,-1039
123701,9951,2024-08-12,77142,4552,72590
252665,4606,2023-06-15,88578,74906,13672
139571,8469,2022-09-04,45371,97984,-52613
218636,1768,2023-06-22,72176,57606,14570
576312,3267,2023-03-21,34456,43782,-9326
585184,7838,2023-08-07,29971,84727,-54756
501103,3411,2023-08-18,58056,61339,-3283
786381,1194,2022-04-17,18035,49519,-31484
197007,2476,2022-07-23,99206,86625,12581
238682,4367,2022-11-05,13771,54945,-41174
870526,1785,2023-07-22,7531,30465,-22934
321251,4107,2022-03-21,20584,79281,-58697
381850,5632,2024-03-24,75747,88701,-12954
411346,5157,2022-06-17,70238,81564,-11326
351531,3461,2023-09-22,84746,4941,79805
240491,9731,2022-06-23,95114,19143,75971
307287,2556,2024-03-26,1520,62826,-61306
117065,9910,2021-10-24,59781,80834,-21053
477220,2288,2022-12-11,58945,59122,-177
450053,7530,2024-01-05,33537,41680,-8143
245709,4726,2022-05-05,30292,99620,-69328
600230,8702,2022-06-29,62706,17456,45250
404193,4198,2021-11-07,90747,42271,48476
869305,8989,2022-06-26,44443,8971,35472
586735,6917,2024-09-14,82223,82625,-402
614739,5575,2022-06-19,39963,18825,21138
175349,5626,2022-04-03,79106,99421,-20315
120904,5386,2024-06-09,46743,34596,12147
416108,9841,2023-06-17,70836,51723,19113
657595,4363,2023-09-10,64890,7448,57442
624919,8218,2023-07-13,81286,38336,42950
508367,9317,2021-10-01,25260,65020,-39760
661470,9322,2024-08-01,77114,4658,72456
831829,2611,2023-12-13,77532,88248,-10716
676089,9910,2023-11-08,80860,73409,7451
739698,6379,2024-03-24,87645,61575,26070
988845,6319,2022-01-13,27298,81455,-54157
330400,8037,2021-12-25,36958,70027,-33069
780453,7401,2022-03-30,70443,16755,53688
372794,6115,2023-03-05,17593,55005,-37412
631806,6726,2021-12-06,10388,90451,-80063
693120,9470,2022-02-07,5739,5874,-135
397931,2193,2022-11-10,83888,30117,53771
554416,6880,2024-08-20,99691,24311,75380
567999,8351,2022-08-11,63410,35274,28136
268036,4237,2023-10-24,70766,91660,-20894
928154,8925,2022-09-04,60289,30805,29484
989361,8989,2024-04-09,78122,69370,8752
361110,8773,2022-12-08,49288,66395,-17107
886495,4272,2023-12-06,65831,43744,22087
792233,3194,2023-05-27,83425,6971,76454
559978,1537,2024-09-07,33951,56535,-22584
522127,3498,2022-07-31,15286,12180,3106
711265,9474,2023-04-26,64016,68188,-4172
163385,2011,2022-03-13,55946,65605,-9659
754986,9295,2024-06-07,89577,88609,968
960353,3692,2021-12-21,28249,56948,-28699
462825,4367,2022-11-20,46459,19120,27339
346768,5171,2022-08-25,71967,55861,16106
237746,1250,2023-04-23,89659,87624,2035
381501,7330,2024-01-17,9788,71756,-61968
345246,2901,2024-09-11,6095,41121,-35026
201173,9255,2023-07-02,97172,70410,26762
757375,5894,2021-12-16,15774,19159,-3385
753452,7901,2023-04-26,62978,29606,33372
529804,9042,2024-05-28,30920,46499,-15579
977141,8905,2023-06-30,5000,47449,-42449
186226,3453,2022-11-07,44609,56013,-11404
900957,9672,2023-02-02,21693,11670,10023
117930,1213,2024-02-10,1153,83993,-82840
760426,6379,2022-02-04,9565,67949,-58384
989909,1497,2021-11-26,2939,41430,-38491
289858,3108,2024-09-08,30637,62224,-31587
806625,2192,2022-06-23,52190,74034,-21844
365476,3712,2023-03-09,62267,23120,39147
604665,4798,2022-04-21,35597,19828,15769
275798,1165,2022-07-03,11237,84582,-73345
155608,5597,2022-03-26,95172,27913,67259
772880,6115,2023-01-23,4486,38254,-33768
869271,9596,2023-01-16,15925,99895,-83970
445064,5749,2022-08-05,20598,72043,-51445
185983,5990,2024-02-22,33054,88154,-55100
810231,4241,2024-07-31,79801,85071,-5270
516564,4309,2023-05-16,94913,88626,6287
584278,8460,2023-12-03,55677,60230,-4553
556428,2011,2022-02-15,27518,54488,-26970
712546,6115,2022-04-11,21699,83387,-61688
623595,3721,2022-06-10,56595,73305,-16710
169284,3267,2024-08-09,51568,50593,975
167770,2074,2024-06-02,75786,24743,51043
837285,6663,2022-07-24,18853,35230,-16377
646593,1869,2023-07-28,21639,39983,-18344
561161,5249,2023-05-07,19265,59063,-39798
577328,5459,2022-10-28,46580,22494,24086
795230,4369,2024-07-07,53339,73590,-20251
121607,9255,2023-06-14,72895,38285,34610
233047,8036,2024-02-29,34886,73586,-38700
932509,1082,2024-08-28,94349,61144,33205
516804,6080,2024-05-14,10752,20937,-10185
373145,2733,2022-11-12,95230,1455,93775
545373,2476,2021-12-01,33940,29051,4889
465414,8702,2023-12-20,30227,93125,-62898
593603,5814,2023-06-16,12342,19004,-6662
491407,2640,2022-09-13,65331,86329,-20998
516707,8989,2022-06-13,84286,74402,9884
536497,7072,2023-04-22,25063,99439,-74376
416583,2556,2023-06-02,68480,39769,28711
754615,5319,2022-01-25,14660,89626,-74966
660279,6318,2022-12-30,31133,78977,-47844
727969,9322,2024-01-04,56200,37371,18829
681989,6347,2024-04-27,87631,41532,46099
235690,9818,2021-11-05,16963,63838,-46875
926905,2476,2023-12-07,20689,78308,-57619
218450,9478,2022-12-15,70443,59484,10959
695662,6115,2023-06-24,83384,2889,80495
716012,9817,2023-02-23,93924,59137,34787
273207,6016,2021-12-25,88178,47187,40991
845599,9619,2022-07-27,74688,42552,32136
849321,2251,2024-01-13,73747,19042,54705
820494,9619,2024-06-09,60601,89997,-29396
440308,9004,2022-12-04,30798,84927,-54129
412215,2105,2023-07-03,72657,94126,-21469
467590,1386,2023-06-01,18524,60600,-42076
106746,8516,2022-02-24,96776,51295,45481
966855,2139,2022-03-27,16515,52349,-35834
894445,4237,2024-06-08,7770,72278,-64508
778084,5941,2024-09-22,29448,80433,-50985
942111,2450,2022-11-15,66139,98102,-31963
882461,6290,2024-01-10,14170,51411,-37241
354964,7732,2023-02-04,61914,90223,-28309
163131,4165,2022-06-19,44908,93623,-48715
914326,9619,2021-10-14,15548,70435,-54887
583637,9010,2021-09-26,53740,4037,49703
725023,5604,2022-11-15,71466,1033,70433
583693,3692,2021-11-23,15707,91269,-75562
986765,8773,2024-01-01,5020,97365,-92345
241081,3891,2022-08-25,96091,83550,12541
180871,3308,2022-10-11,83557,59328,24229
511763,8817,2024-04-10,33829,52759,-18930
261892,7443,2023-03-25,86618,7916,78702
914026,4735,2021-10-30,49939,33109,16830
696352,2711,2022-03-13,20231,93422,-73191
744113,4567,2023-12-01,28976,75605,-46629
358414,9327,2024-07-15,94119,37772,56347
162053,7395,2022-01-04,11111,8067,3044
878694,8513,2024-05-06,97075,76653,20422
401535,4369,2024-05-03,61748,5885,55863
583378,4574,2024-06-22,33276,46911,-13635
750324,2398,2023-01-06,90252,18568,71684
623627,9672,2022-04-07,81310,4076,77234
857423,4399,2022-06-24,18823,70927,-52104
942030,4567,2022-04-20,46236,43145,3091
455614,1496,2022-07-01,30923,82895,-51972
713869,4432,2024-07-06,19893,98788,-78895
483962,2579,2022-06-11,42176,11721,30455
631298,7204,2024-08-09,5353,45686,-40333
223526,3222,2022-02-09,82500,10903,71597
897367,3050,2024-07-25,79941,25423,54518
700973,6726,2023-12-04,88173,25797,62376
905796,1250,2022-02-25,50572,63540,-12968
375016,5247,2024-06-23,37556,4826,32730
234720,5853,2021-12-31,89871,39607,50264
147409,1179,2023-10-25,91649,91056,593
527456,2426,2023-09-30,86565,19645,66920
622421,4165,2023-04-23,91484,54695,36789
665093,4198,2023-11-12,51202,63580,-12378
787810,4461,2023-09-29,48164,90885,-42721
271410,5336,2023-07-01,17546,41630,-24084
746689,5328,2023-08-14,95357,90113,5244
999345,9225,2023-08-27,17740,41145,-23405
382124,2688,2024-01-30,10392,37977,-27585
898718,5171,2022-02-12,57973,96409,-38436
868639,8725,2022-12-19,68590,84933,-16343
452699,7174,2023-08-26,26850,2596,24254
130554,9441,2023-03-15,88146,86452,1694
734899,7395,2022-07-21,77452,67195,10257
733818,2579,2022-10-19,61704,19105,42599
733858,1165,2022-04-11,29263,44493,-15230
649566,1250,2023-08-05,36177,9525,26652
848849,7036,2023-01-18,97436,23427,74009
355511,4208,2023-01-12,38955,35943,3012
385187,1008,2024-05-18,27713,8834,18879
584979,7152,2022-08-15,7353,89556,-82203
792075,2929,2024-07-05,36086,8332,27754
755343,9225,2022-03-27,71498,62011,9487
714515,5817,2024-05-23,9927,50351,-40424
199615,3703,2023-04-24,5330,42136,-36806
784210,5974,2023-07-22,58399,59554,-1155
115246,2213,2024-04-18,2508,23443,-20935
602387,4595,2023-08-21,99331,65140,34191
921351,5817,2021-12-21,73694,92629,-18935
629493,3461,2024-02-21,97024,37298,59726
865730,4703,2023-01-01,29103,57266,-28163
254149,5478,2023-12-27,84836,70045,14791
822436,5288,2022-05-28,86970,12245,74725
791237,7264,2022-07-07,74446,33359,41087
448988,4676,2023-03-16,63146,82846,-19700
571953,4780,2023-11-12,80568,15171,65397
807569,9474,2023-11-24,24767,43087,-18320
918867,5484,2023-12-12,29444,61528,-32084
504920,6324,2022-03-09,50925,36664,14261
378510,2556,2023-05-15,89325,48185,41140
485966,2074,2024-05-05,52404,1559,50845
904405,5966,2023-12-08,53946,17717,36229
465459,4224,2021-11-28,52605,64886,-12281
226707,3572,2022-05-13,41161,10657,30504
978267,9255,2022-01-20,97190,59640,37550
708293,3222,2023-06-10,94362,13091,81271
814960,9538,2023-12-04,87191,64695,22496
539846,8622,2022-09-21,28701,25614,3087
610004,3292,2024-01-29,61359,95473,-34114
551088,5965,2022-07-16,53658,34216,19442
735467,4811,2022-06-20,73575,56713,16862
472915,2011,2023-05-06,55384,30881,24503
805075,1785,2023-06-05,45014,51009,-5995
520475,5770,2022-11-18,55409,75578,-20169
521449,8800,2024-06-04,94257,99986,-5729
226619,7395,2024-05-19,68355,46476,21879
861125,7680,2023-06-25,39178,88590,-49412
737407,2217,2023-04-30,79518,63711,15807
181849,1448,2022-06-16,59199,9615,49584
581000,2785,2022-09-06,11089,49897,-38808
772007,1341,2022-02-20,45506,16003,29503
499546,4127,2024-08-20,56895,39641,17254
101517,1926,2021-10-14,19886,82473,-62587
915243,7510,2022-12-30,95717,86921,8796
578102,7443,2022-01-06,90926,12247,78679
576103,5319,2022-08-14,89350,8829,80521
715518,5685,2023-02-26,33235,93413,-60178
517685,2251,2022-02-16,34946,15988,18958
999548,5990,2024-09-22,3032,89055,-86023
868113,9082,2021-10-04,12179,67084,-54905
916426,3776,2022-05-25,70150,15553,54597
492284,2355,2023-04-05,40347,99474,-59127
141234,8622,2022-07-03,25211,54513,-29302
908283,5180,2023-01-12,36186,52565,-16379
294304,2579,2023-05-14,40455,59268,-18813
582975,1179,2023-08-20,17626,32691,-15065
859024,1504,2021-11-25,56806,63106,-6300
810771,1461,2021-10-04,50148,60265,-10117
871224,6284,2024-05-06,77404,38940,38464
671456,6663,2024-08-28,91212,43601,47611
118031,9817,2023-08-27,57903,37304,20599
652841,2398,2023-12-03,65079,14745,50334
797025,2939,2024-07-06,61336,58938,2398
883167,4399,2022-12-15,58622,85065,-26443
296065,7395,2021-11-27,23120,49400,-26280
105072,8226,2021-12-07,19245,70005,-50760
828126,5464,2023-01-26,61582,46884,14698
391026,9295,2022-05-13,1876,79729,-77853
783780,7732,2023-10-01,87766,16647,71119
669051,1496,2023-03-02,55502,18622,36880
654382,3319,2022-03-08,74689,68699,5990
799309,9255,2023-06-27,13604,14179,-575
731021,5597,2021-11-12,20541,58288,-37747
571889,9007,2024-09-10,7279,60677,-53398
583790,6690,2024-03-30,66671,80881,-14210
757891,4399,2023-12-16,37476,65260,-27784
640762,7662,2022-07-17,23711,90142,-66431
650439,2011,2022-01-03,34116,4151,29965
935583,8218,2024-02-21,68354,61621,6733
392641,9535,2023-06-03,20317,8105,12212
797615,5484,2023-10-11,33119,96416,-63297
707907,2330,2023-08-15,13673,98965,-85292
235917,4461,2022-03-06,16426,6520,9906
441227,3828,2023-08-10,48742,19326,29416
650603,5336,2021-12-06,28525,38976,-10451
423124,1016,2021-11-10,2977,30593,-27616
864299,6691,2024-03-29,98457,11492,86965
773384,2139,2022-11-30,80926,58882,22044
675531,7415,2024-08-23,44840,5717,39123
818260,5079,2022-10-28,27624,97017,-69393
217495,4663,2023-12-30,11291,33828,-22537
188474,5019,2022-04-20,92350,91689,661
879611,6361,2023-11-01,44298,19064,25234
308907,8319,2022-08-24,70793,58449,12344
501756,2288,2023-04-07,41178,94098,-52920
143795,8037,2023-03-15,65625,77232,-11607
980733,1008,2024-04-06,77327,80322,-2995
128474,1954,2024-09-19,73754,87613,-13859
981034,2330,2021-10-05,28206,89539,-61333
376206,7838,2022-10-10,18195,20038,-1843
160206,2672,2022-09-07,8554,65377,-56823
288748,9951,2023-06-30,98154,75057,23097
211916,4574,2023-08-14,83852,2212,81640
811068,9694,2024-01-05,5084,43995,-38911
141730,5525,2024-08-28,40612,14085,26527
823472,8989,2022-08-13,49416,27908,21508
508768,6969,2022-06-29,55898,77605,-21707
798714,5604,2023-05-20,12802,96266,-83464
128667,3264,2023-11-14,83848,41555,42293
253289,9248,2024-09-15,44617,39920,4697
140764,4177,2024-09-24,5390,7586,-2196
889992,3308,2023-02-01,44254,31383,12871
818142,5966,2023-07-18,57975,82489,-24514
150680,3461,2022-11-10,77013,87733,-10720
700084,3703,2022-04-24,97356,41222,56134
469602,9327,2023-01-27,91215,22756,68459
679889,6821,2023-08-31,12594,11335,1259
238440,4896,2023-03-25,56880,65901,-9021
733813,8905,2022-04-30,5390,5796,-406
526933,9787,2022-05-14,71244,32824,38420
657560,1644,2024-08-01,71428,42535,28893
319909,5336,2024-02-13,55301,33783,21518
884319,9317,2022-09-28,57741,10620,47121
746695,2857,2024-09-02,12641,2625,10016
863957,7290,2022-01-30,50507,76539,-26032
568135,1118,2022-05-02,45155,42555,2600
834409,4699,2024-05-15,2284,69523,-67239
467541,5597,2022-12-24,53207,33128,20079
909733,2089,2022-07-08,58365,40507,17858
294728,7917,2023-03-05,22189,53378,-31189
453424,4243,2022-12-06,4226,57831,-53605
542783,4309,2022-10-25,64385,75654,-11269
695889,8702,2024-06-27,14787,50167,-35380
257695,4100,2022-12-16,91576,56853,34723
891114,5705,2023-05-23,16956,70260,-53304
751289,5957,2022-03-26,39167,94020,-54853
947535,9865,2024-01-22,8746,90999,-82253
726825,9719,2024-08-21,21540,34991,-13451
766367,6917,2024-02-23,73756,21361,52395
166942,5785,2023-01-08,78145,12832,65313
765274,2821,2021-10-30,19953,1865,18088
769851,5126,2024-08-02,25370,16063,9307
543433,2640,2024-02-27,31821,69199,-37378
576853,8992,2023-05-30,98505,72761,25744
372219,9007,2023-11-05,99237,47014,52223
233385,5785,2021-11-05,99412,55475,43937
350743,3559,2022-09-11,55400,76380,-20980
516528,5770,2023-08-17,53371,2367,51004
899546,3934,2022-10-23,2483,15519,-13036
467128,2215,2023-11-20,77256,48786,28470
667702,1227,2022-05-29,79345,69813,9532
457059,5965,2023-03-08,50652,25525,25127
381853,9042,2024-06-17,92600,78165,14435
515769,8350,2022-10-25,96996,79673,17323
934627,9042,2023-01-04,12728,94851,-82123
366857,1173,2022-03-26,67997,94954,-26957
414718,8576,2024-06-30,69761,43868,25893
391116,8905,2022-04-30,47921,39397,8524
763694,2355,2024-06-21,42226,41783,443
796113,3851,2022-10-18,47825,31025,16800
450168,9951,2021-11-30,65872,48514,17358
853172,9317,2022-05-28,46891,61238,-14347
739830,1566,2022-06-16,22834,84059,-61225
190807,1977,2023-04-27,18681,19697,-1016
666497,8166,2022-11-14,38661,30009,8652
856601,4780,2022-11-05,28542,69178,-40636
305363,3791,2022-02-24,44293,66638,-22345
921235,4703,2023-08-28,46887,82245,-35358
808141,3022,2022-01-14,13425,54591,-41166
131884,1977,2024-07-07,44728,64908,-20180
909428,1833,2024-02-20,90833,56793,34040
243363,8051,2022-02-03,39315,49618,-10303
908765,7810,2023-05-27,69168,14863,54305
570989,7443,2023-08-21,88381,13633,74748
235743,4663,2024-07-22,73483,62030,11453
697094,8976,2023-01-04,3787,44414,-40627
856990,1103,2024-06-30,31165,89445,-58280
509435,9478,2024-03-16,62562,59402,3160
624315,9317,2022-08-21,67182,75049,-7867
482785,2857,2022-10-21,79653,94446,-14793
736017,8166,2023-04-29,22679,77514,-54835
355495,5604,2024-04-17,45915,99753,-53838
552674,4532,2024-04-12,72894,30367,42527
505657,8051,2023-10-12,49103,89446,-40343
893884,9535,2022-04-25,12251,52050,-39799
672817,8953,2022-11-05,10856,88799,-77943
157618,6347,2024-06-07,44507,37432,7075
883468,9322,2021-11-27,2046,30309,-28263
617672,1227,2022-11-19,26547,12476,14071
834235,4597,2022-10-31,63410,40166,23244
840087,5007,2024-03-30,36611,10746,25865
951551,7917,2023-07-15,60384,96434,-36050
872151,6149,2023-10-07,46764,29216,17548
365922,8817,2023-10-02,66707,2313,64394
221530,6880,2022-05-23,2505,32692,-30187
210801,9309,2024-01-24,54761,87631,-32870
431601,1396,2021-11-18,7507,96773,-89266
454605,7223,2023-06-18,11852,76209,-64357
823662,2105,2024-06-16,64307,16651,47656
949380,8976,2022-01-29,30159,59664,-29505
736637,5427,2022-03-16,45798,94865,-49067
573993,4699,2024-08-13,17786,16266,1520
961658,8218,2022-04-07,59670,36835,22835
934157,2857,2022-12-21,74450,70685,3765
695229,1173,2023-02-05,11260,72976,-61716
176799,6023,2023-05-22,73141,95934,-22793
564180,4478,2024-09-02,36607,57310,-20703
102344,3721,2023-10-12,19977,79268,-59291
553783,2745,2022-10-11,83130,58971,24159
389665,2692,2023-11-15,85052,12570,72482
408407,1179,2024-09-03,75851,9823,66028
878874,3498,2021-10-20,76783,13195,63588
412890,9223,2022-01-31,84570,74529,10041
314994,5330,2023-02-11,65694,90214,-24520
597004,4224,2023-12-15,36430,21565,14865
402552,9865,2022-05-11,60695,12355,48340
700709,4346,2023-04-22,78094,43128,34966
490296,1807,2022-07-14,63004,46268,16736
278911,2579,2024-04-19,24131,65473,-41342
494259,5770,2023-10-14,46346,66284,-19938
142162,1948,2022-09-18,3854,33000,-29146
971713,5817,2022-11-25,28112,6066,22046
271964,8358,2023-08-28,47958,30730,17228
297987,1376,2024-06-11,87056,75449,11607
563726,2193,2022-01-12,90972,68761,22211
865033,7510,2024-01-16,47327,19764,27563
940432,2688,2023-06-14,37504,70032,-32528
774472,2611,2024-07-11,20188,56283,-36095
728410,3791,2021-12-04,59979,56085,3894
349163,6347,2023-11-20,82127,15222,66905
374066,9644,2022-03-05,29634,50554,-20920
107295,8740,2022-08-17,94660,40453,54207
994290,2579,2024-06-10,6327,46596,-40269
602368,8218,2021-12-02,60920,19112,41808
744007,6965,2023-12-09,5448,17970,-12522
998596,1553,2024-06-17,26347,92197,-65850
884128,2623,2021-12-12,10637,82544,-71907
921205,4567,2022-04-25,79618,91626,-12008
755984,2901,2024-08-01,9894,13708,-3814
174033,3821,2023-12-03,8617,26790,-18173
585272,8797,2023-12-19,89302,71450,17852
760592,2863,2023-07-01,44049,27891,16158
885465,7670,2022-09-26,66233,15753,50480
390537,4689,2023-11-07,12774,57498,-44724
283851,1386,2022-07-11,37616,51529,-13913
732163,8051,2022-01-13,26860,39125,-12265
180550,6726,2024-05-06,64672,68111,-3439
868007,6452,2023-01-13,91591,9107,82484
336456,2611,2021-10-23,1769,30385,-28616
491154,7732,2024-02-10,95723,67796,27927
582946,3712,2021-10-21,97755,47897,49858
552479,4091,2022-04-09,79675,3914,75761
338382,1553,2022-12-18,10955,30930,-19975
656479,3144,2022-02-28,5907,1894,4013
492399,4309,2024-07-03,79739,8052,71687
856910,5894,2024-06-16,70234,25962,44272
569416,6563,2024-06-20,57501,79120,-21619
766440,1461,2022-08-30,12456,61693,-49237
853730,4595,2023-03-19,43204,33494,9710
683843,5385,2024-02-06,80587,76852,3735
195789,1302,2022-06-16,40222,9934,30288
100930,8351,2023-02-13,25461,22458,3003
162211,2640,2023-02-24,30008,73431,-43423
851098,4363,2022-07-15,22786,14872,7914
137361,8800,2022-10-10,8083,78839,-70756
881988,1977,2024-04-16,2662,59681,-57019
698814,4689,2024-03-15,5729,64861,-59132
734050,4999,2022-08-04,1363,24888,-23525
199905,6937,2022-03-01,99536,99787,-251
620694,1216,2021-11-29,69601,41641,27960
929971,3776,2021-10-04,2709,16463,-13754
686474,7204,2023-10-17,17652,31755,-14103
491222,2821,2022-04-17,60127,18239,41888
868988,6476,2024-03-25,18115,44501,-26386
372204,7838,2023-09-16,33426,65389,-31963
835463,1644,2022-09-03,69721,31341,38380
826643,9197,2023-10-14,70436,43035,27401
799014,7415,2022-08-23,4247,12603,-8356
737987,4086,2024-04-27,58349,40453,17896
405915,7470,2022-03-12,38322,32845,5477
949956,8516,2023-05-09,18880,66233,-47353
